Organization Code,Orgnazation Name,Student Pct Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,Female Graduation Rate,Male Graduation Rate,Pupil/Teacher Ratio,Teacher Pct Minority,Teacher Count,Total FTE,Average Salary
960,AGATE 300,0.33299999999999996,15,1.0,3,0.0,0.0,0.0,1.01,0.0,3,2.97,24699.07
970,CALHAN RJ-1,0.235,15,0.44299999999999995,436,0.848,0.882,0.813,15.486666666666666,0.06451612903225812,31,28.73,47444.21
980,HARRISON 2,0.736,15,0.69,11777,0.8079999999999999,0.865,0.746,17.511200000000002,0.15000000000000002,740,732.65,42248.88
990,WIDEFIELD 3,0.496,15,0.503,9008,0.779,0.8390000000000001,0.72,17.410625000000003,0.12570356472795496,533,526.1,44918.99
1000,FOUNTAIN 8,0.511,15,0.508,7680,0.8190000000000001,0.845,0.7929999999999999,16.244615384615386,0.15264187866927592,511,506.16,48090.47
1010,COLORADO SPRINGS 11,0.478,15,0.589,27281,0.685,0.7440000000000001,0.631,16.534642857142856,0.13649851632047483,1685,1641.57,48023.75
1020,CHEYENNE MOUNTAIN 12,0.282,15,0.141,4965,0.9570000000000001,0.98,0.93,15.79909090909091,0.05128205128205132,351,350.82,44267.55
1030,MANITOU SPRINGS 14,0.162,15,0.258,1451,0.843,0.882,0.8140000000000001,14.3375,0.019607843137254943,102,101.4,41284.34
1040,ACADEMY 20,0.267,15,0.135,24707,0.902,0.92,0.885,16.69861111111111,0.09514687100893993,1566,1484.28,47511.75
1050,ELLICOTT 22,0.381,15,0.6970000000000001,960,0.895,0.929,0.862,13.37,0.09333333333333338,75,75.24,39813.88
1060,PEYTON 23 JT,0.209,15,0.299,639,0.8640000000000001,0.9570000000000001,0.8140000000000001,16.335,0.023255813953488413,43,42.43,39412.78
1070,HANOVER 28,0.321,15,0.7759999999999999,241,0.833,0.875,0.75,12.645,0.0,20,20.15,38895.84
1080,LEWIS-PALMER 38,0.185,15,0.115,6106,0.9570000000000001,0.9490000000000001,0.963,17.246666666666666,0.06382978723404253,376,353.36,45929.44
1110,FALCON 49,0.40299999999999997,15,0.349,20269,0.57,0.591,0.5489999999999999,21.452272727272724,0.08817204301075265,930,932.57,42534.44
1120,EDISON 54 JT,0.111,15,0.36700000000000005,207,0.5479999999999999,0.4,0.688,5.04,0.0,12,12.1,37534.14
1130,MIAMI/YODER 60 JT,0.268,15,0.652,264,0.882,1.0,0.778,13.885,0.04761904761904767,21,20.86,35689.14
1140,CANON CITY RE-1,0.188,15,0.569,3672,0.752,0.795,0.7040000000000001,21.407777777777778,0.03404255319148941,235,227.23,46679.47
1150,FREMONT RE-2,0.218,15,0.563,1306,0.711,0.758,0.6609999999999999,13.9725,0.07291666666666663,96,94.83,41396.11
1160,COTOPAXI RE-3,0.113,15,0.48700000000000004,189,0.9,1.0,0.75,10.43,0.0,20,19.94,39083.05
1180,ROARING FORK RE-1,0.578,15,0.40299999999999997,5407,0.8220000000000001,0.897,0.7609999999999999,14.512500000000001,0.06648199445983383,361,347.2,49497.36
1195,GARFIELD RE-2,0.474,15,0.5379999999999999,4677,0.83,0.9009999999999999,0.7559999999999999,16.895,0.03759398496240607,266,261.51,43584.59
1220,GARFIELD 16,0.39799999999999996,15,0.578,1037,0.72,0.821,0.66,17.895,0.016129032258064502,62,61.34,46103.08
1330,GILPIN COUNTY RE-1,0.212,15,0.28,415,0.833,0.889,0.778,13.405000000000001,0.08571428571428574,35,34.59,42603.78
1350,EAST GRAND 2,0.17800000000000002,15,0.34,1243,0.895,0.909,0.8809999999999999,12.254000000000001,0.0,102,97.53,45708.87
1360,GUNNISON WATERSHED RE1J,0.191,15,0.265,1910,0.899,0.857,0.9329999999999999,21.75857142857143,0.01526717557251911,131,126.57,45779.31
1380,HINSDALE COUNTY RE 1,0.11,15,0.316,95,0.667,0.0,0.667,7.7,0.08333333333333337,12,13.92,35318.82
1390,HUERFANO RE-1,0.677,15,0.7659999999999999,516,0.87,0.938,0.7140000000000001,13.43,0.17948717948717952,39,39.48,33639.65
1400,LA VETA RE-2,0.27899999999999997,15,0.652,210,1.0,1.0,1.0,10.225,0.13043478260869568,23,21.77,38449.13
1420,JEFFERSON COUNTY R-1,0.33,15,0.313,83760,0.8290000000000001,0.856,0.804,20.24159509202454,0.09530583214793742,4921,4787.25,54922.87
1430,EADS RE-1,0.129,15,0.405,153,1.0,1.0,1.0,9.886666666666668,0.0,20,18.08,35880.23
1440,PLAINVIEW RE-2,0.145,15,0.561,57,1.0,0.0,1.0,5.965,0.0,10,10.42,31235.25
1450,ARRIBA-FLAGLER C-20,0.125,15,0.509,161,0.8,0.667,1.0,10.72,0.0,18,17.17,38173.86
1460,HI-PLAINS R-23,0.244,15,0.633,109,0.889,1.0,0.667,7.29,0.0,17,16.87,35282.25
1480,STRATTON R-4,0.221,15,0.555,182,0.857,0.0,1.0,10.446666666666667,0.0,19,18.89,31399.98
1490,BETHUNE R-5,0.389,15,0.7240000000000001,105,1.0,1.0,1.0,7.91,0.11111111111111116,18,14.28,38514.78
1500,BURLINGTON RE-6J,0.442,15,0.629,711,0.825,0.826,0.8240000000000001,15.086666666666666,0.07843137254901966,51,50.8,34623.47
1510,LAKE COUNTY R-1,0.716,15,0.7440000000000001,968,0.718,0.795,0.625,39.2125,0.07407407407407407,54,53.31,37892.05
1520,DURANGO 9-R,0.28600000000000003,15,0.305,4537,0.7879999999999999,0.846,0.735,30.49,0.07189542483660127,306,291.89,48974.67
1530,BAYFIELD 10 JT-R,0.215,15,0.292,1318,0.777,0.7559999999999999,0.7959999999999999,14.493333333333332,0.021276595744680882,94,91.85,46092.55
1540,IGNACIO 11 JT,0.68,15,0.5660000000000001,857,0.698,0.769,0.63,12.756666666666668,0.17910447761194026,67,65.61,40062.87
1550,POUDRE R-1,0.265,15,0.312,28704,0.7859999999999999,0.81,0.762,17.389423076923073,0.0714285714285714,1820,1714.65,53383.59
1560,THOMPSON R2-J,0.255,15,0.36,15484,0.775,0.8270000000000001,0.7290000000000001,17.55848484848485,0.050000000000000044,920,868.4,48748.07
1570,ESTES PARK R-3,0.289,15,0.361,1106,0.902,0.971,0.851,21.56,0.0888888888888889,90,81.47,46690.86
1580,TRINIDAD 1,0.7829999999999999,15,0.7390000000000001,1040,0.81,0.792,0.8240000000000001,18.9775,0.4363636363636364,55,55.23,45328.57
1590,PRIMERO REORGANIZED 2,0.488,15,0.508,191,0.875,0.0,0.875,11.165,0.42105263157894735,19,17.83,40647.94
1600,HOEHNE REORGANIZED 3,0.54,15,0.426,359,0.889,0.882,0.9,16.83,0.0,25,21.33,48644.68
1620,AGUILAR REORGANIZED 6,0.605,15,0.7979999999999999,109,0.5710000000000001,0.667,0.5,10.575,0.0,13,13.25,37428.24
1750,BRANSON REORGANIZED 82,0.261,15,0.253,463,0.706,0.7390000000000001,0.636,12.89,0.0,30,29.89,38999.86
1760,KIM REORGANIZED 88,0.122,15,0.6,45,1.0,1.0,1.0,5.445,0.0,11,9.73,28477.99
1780,GENOA-HUGO C113,0.08900000000000001,15,0.48100000000000004,160,0.818,0.833,0.8,9.62,0.0,18,18.72,36546.4
1790,LIMON RE-4J,0.196,15,0.375,491,0.9059999999999999,1.0,0.8240000000000001,15.36,0.0,33,32.13,35917.16
1810,KARVAL RE-23,0.047,15,0.419,43,0.1,0.2,0.0,5.21,1.0,9,8.17,33804.46
1828,VALLEY RE-1,0.29600000000000004,15,0.523,2120,0.7070000000000001,0.722,0.69,72.49571428571429,0.045454545454545414,154,147.62,39346.35
1850,FRENCHMAN RE-3,0.122,15,0.419,191,0.9440000000000001,1.0,0.667,10.649999999999999,0.0,19,19.23,39255.99
1860,BUFFALO RE-4J,0.12300000000000001,15,0.314,309,0.773,0.667,0.813,14.239999999999998,0.0,22,21.81,41987.86
1870,PLATEAU RE-5,0.057999999999999996,15,0.316,158,0.938,1.0,0.875,9.345,0.05555555555555558,18,18.58,38012.51
1980,DE BEQUE 49JT,0.121,15,0.426,136,0.6,0.0,0.75,8.48,0.0,18,17.3,43079.73
1990,PLATEAU VALLEY 50,0.19899999999999998,15,0.28300000000000003,431,0.187,0.138,0.205,16.805,0.032258064516129004,31,31.23,42053.54
2000,MESA COUNTY VALLEY 51,0.294,15,0.49200000000000005,21207,0.797,0.8190000000000001,0.7759999999999999,17.964545454545455,0.07733131159969675,1319,1276.32,48269.11
2010,CREEDE SCHOOL DISTRICT,0.131,15,0.631,84,1.0,1.0,1.0,7.69,0.09090909090909094,11,10.92,40145.86
2020,MOFFAT COUNTY RE:NO 1,0.27399999999999997,15,0.42,2053,0.8109999999999999,0.902,0.721,17.23375,0.030303030303030276,132,129.53,45480.11
2035,MONTEZUMA-CORTEZ RE-1,0.5,15,0.573,2677,0.675,0.688,0.66,24.669,0.07006369426751591,157,156.06,37561.03
2055,DOLORES RE-4A,0.22399999999999998,15,0.45,725,0.789,0.852,0.733,13.263333333333334,0.054545454545454564,55,53.6,39462.4
2070,MANCOS RE-6,0.29600000000000004,15,0.585,458,0.885,0.9229999999999999,0.846,13.395000000000001,0.05555555555555558,36,36.45,35447.46
2180,MONTROSE COUNTY RE-1J,0.43,15,0.504,5888,0.795,0.825,0.762,18.88266666666667,0.02209944751381221,362,354.14,46418.59
2190,WEST END RE-2,0.129,15,0.638,254,0.722,0.909,0.429,12.0,0.040000000000000036,25,23.39,38677.83
2395,BRUSH RE-2(J),0.515,15,0.601,1404,0.8740000000000001,0.857,0.8909999999999999,16.082500000000003,0.13978494623655913,93,91.32,38347.29
2405,FORT MORGAN RE-3,0.6709999999999999,15,0.695,2937,0.6779999999999999,0.736,0.612,14.853750000000002,0.06896551724137934,203,200.17,41266.97
2505,WELDON VALLEY RE-20(J),0.166,15,0.35600000000000004,216,1.0,1.0,1.0,13.643333333333333,0.11764705882352944,17,17.11,35175.67
2515,WIGGINS RE-50(J),0.29,15,0.45799999999999996,513,0.862,0.9329999999999999,0.7859999999999999,15.133333333333333,0.05555555555555558,36,36.71,38625.79
2520,EAST OTERO R-1,0.7070000000000001,15,0.767,1290,0.752,0.833,0.6890000000000001,16.46666666666667,0.1578947368421053,76,76.27,38316.03
2530,ROCKY FORD R-2,0.762,15,0.7959999999999999,790,0.7140000000000001,0.615,0.773,13.956666666666669,0.2542372881355932,59,58.57,36353.93
2535,MANZANOLA 3J,0.639,15,0.695,131,0.917,1.0,0.8,7.835000000000001,0.11111111111111116,18,16.97,37742.23
2540,FOWLER R-4J,0.248,15,0.5760000000000001,387,0.909,1.0,0.867,9.590000000000002,0.1428571428571429,35,41.78,30356.61
2560,CHERAW 31,0.272,15,0.662,198,1.0,1.0,1.0,10.8,0.052631578947368474,19,19.67,35960.32
2570,SWINK 33,0.268,15,0.444,381,1.0,1.0,1.0,13.855,0.0714285714285714,28,27.34,38561.08
2580,OURAY R-1,0.128,15,0.341,167,0.8,0.875,0.7140000000000001,7.363333333333333,0.0,27,25.66,45805.44
2590,RIDGWAY R-2,0.129,15,0.262,328,0.897,0.938,0.846,11.346666666666666,0.0625,32,30.64,44698.31
2600,PLATTE CANYON 1,0.183,15,0.307,977,0.738,0.792,0.7070000000000001,16.44333333333333,0.06060606060606055,66,63.35,43254.89
2610,PARK COUNTY RE-2,0.17800000000000002,15,0.478,544,0.882,0.882,0.882,13.886000000000001,0.045454545454545414,44,41.07,39397.55
2620,HOLYOKE RE-1J,0.48,15,0.45799999999999996,594,0.889,0.818,0.9570000000000001,11.536666666666667,0.06666666666666665,45,44.93,38279.05
2630,HAXTUN RE-2J,0.122,15,0.36200000000000004,293,0.966,0.9440000000000001,1.0,12.559999999999999,0.0,26,25.58,38552.06
2640,ASPEN 1,0.157,15,0.043,1671,0.956,1.0,0.914,20.358,0.013986013986013957,143,136.97,56776.36
2650,GRANADA RE-1,0.706,15,0.595,195,0.857,0.889,0.833,11.18,0.19047619047619047,21,19.23,38565.54
2660,LAMAR RE-2,0.589,15,0.6579999999999999,1453,0.7070000000000001,0.732,0.69,17.203333333333333,0.14018691588785048,107,104.71,40386.27
2670,HOLLY RE-3,0.59,15,0.7290000000000001,269,0.9440000000000001,1.0,0.909,12.549999999999999,0.04166666666666663,24,23.89,35777.46
2680,WILEY RE-13 JT,0.263,15,0.502,245,0.733,0.857,0.625,11.325,0.08695652173913049,23,23.19,33105.8
2690,PUEBLO CITY 60,0.7490000000000001,15,0.685,16772,0.713,0.769,0.657,17.507878787878788,0.30126336248785224,1029,1039.47,45459.08
2700,PUEBLO COUNTY 70,0.41200000000000003,15,0.446,9299,0.821,0.8490000000000001,0.7979999999999999,19.71625,0.1838383838383838,495,485.78,46781.74
2710,MEEKER RE1,0.16,15,0.34299999999999997,645,0.8809999999999999,0.9520000000000001,0.81,16.30666666666667,0.0,40,39.07,46503.81
2720,RANGELY RE-4,0.114,15,0.353,504,0.848,0.75,0.905,14.635000000000002,0.0,35,34.18,37905.55
2730,DEL NORTE C-7,0.613,15,0.643,426,0.767,0.733,0.8,11.466666666666667,0.2571428571428571,35,37.07,37490.96
2740,MONTE VISTA C-8,0.725,15,0.713,1140,0.758,0.784,0.727,16.763333333333332,0.35064935064935066,77,77.61,38668.35
2750,SARGENT RE-33J,0.273,15,0.365,406,0.9,0.8240000000000001,1.0,13.393333333333333,0.03125,32,30.77,36769.7
2760,HAYDEN RE-1,0.129,15,0.389,370,0.9390000000000001,1.0,0.889,11.143333333333333,0.0,37,36.55,47377.71
2770,STEAMBOAT SPRINGS RE-2,0.16,15,0.19,2516,0.895,0.924,0.871,14.944285714285714,0.005649717514124242,177,171.64,52915.34
2780,SOUTH ROUTT RE 3,0.075,15,0.429,326,0.862,0.938,0.769,10.066666666666668,0.0,33,32.51,41183.33
2790,MOUNTAIN VALLEY RE 1,0.306,15,0.655,119,0.556,0.4,0.75,8.520000000000001,0.23529411764705888,17,17.23,30022.58
2800,MOFFAT 2,0.21,15,0.8390000000000001,192,0.7859999999999999,1.0,0.625,8.4,0.0,20,22.41,30223.1
2810,CENTER 26 JT,0.9179999999999999,15,0.92,602,0.764,0.8059999999999999,0.708,15.279999999999998,0.39583333333333337,48,47.59,37771.11
2820,SILVERTON 1,0.324,15,0.6409999999999999,64,0.0,0.0,0.0,5.78,0.0,12,12.15,38374.97
2830,TELLURIDE R-1,0.213,15,0.248,895,0.868,0.897,0.833,12.770000000000001,0.05128205128205132,78,73.3,55856.28
2840,NORWOOD R-2J,0.11199999999999999,15,0.5710000000000001,245,0.958,1.0,0.909,11.55,0.04166666666666663,24,22.73,42448.26
2862,JULESBURG RE-1,0.28800000000000003,15,0.54,628,0.397,0.433,0.35600000000000004,16.906666666666666,0.0,39,36.5,42650.33
3000,SUMMIT RE-1,0.391,15,0.371,3346,0.941,0.9490000000000001,0.934,15.029999999999998,0.06334841628959276,221,199.54,55711.54
3010,CRIPPLE CREEK-VICTOR RE-1,0.151,15,0.64,325,0.643,0.769,0.5329999999999999,13.55,0.0357142857142857,28,27.15,38179.58
3020,WOODLAND PARK RE-2,0.15,15,0.317,2396,0.79,0.856,0.7170000000000001,16.928000000000004,0.013698630136986356,146,147.78,41995.46
3030,AKRON R-1,0.245,15,0.528,335,0.96,1.0,0.857,9.66,0.03448275862068961,29,35.12,30992.38
3040,ARICKAREE R-2,0.282,15,0.541,98,1.0,1.0,1.0,7.075,0.0625,16,14.56,34947.55
3050,OTIS R-3,0.11699999999999999,15,0.565,223,0.8,0.8,0.8,9.64,0.0,22,24.85,27813.96
3060,LONE STAR 101,0.01,15,0.41700000000000004,103,0.75,1.0,0.625,6.3933333333333335,0.0,17,17.84,28469.84
3070,WOODLIN R-104,0.136,15,0.5,96,0.667,1.0,0.0,9.675,0.0,13,11.49,27901.05
3080,WELD COUNTY RE-1,0.584,15,0.5820000000000001,1870,0.84,0.927,0.733,14.843333333333334,0.125,136,135.65,46176.17
3085,EATON RE-2,0.268,15,0.361,1918,0.9570000000000001,1.0,0.912,16.476,0.03361344537815125,119,115.78,46172.54
3100,WINDSOR RE-4,0.188,15,0.158,5368,0.894,0.9179999999999999,0.87,17.778,0.03703703703703709,324,311.88,48172.18
3110,JOHNSTOWN-MILLIKEN RE-5J,0.32799999999999996,15,0.292,3653,0.82,0.878,0.765,19.643333333333334,0.10204081632653061,196,192.64,50605.44
3120,GREELEY 6,0.659,15,0.66,21499,0.769,0.815,0.723,18.701290322580647,0.13025889967637538,1236,1208.65,48026.41
3130,PLATTE VALLEY RE-7,0.36,15,0.452,1110,0.945,0.978,0.9129999999999999,13.76,0.012195121951219523,82,80.75,47595.68
3140,WELD COUNTY S/D RE-8,0.7490000000000001,15,0.736,2178,0.799,0.789,0.8079999999999999,16.348000000000003,0.19594594594594594,148,143.9,46556.21
3145,AULT-HIGHLAND RE-9,0.36,15,0.45,829,0.857,0.958,0.76,14.07,0.048387096774193505,62,59.83,39934.92
3146,BRIGGSDALE RE-10,0.11,15,0.342,161,0.9229999999999999,0.9,1.0,9.555,0.0,18,18.09,39557.91
3147,PRAIRIE RE-11,0.068,15,0.249,193,1.0,1.0,1.0,13.829999999999998,0.05555555555555558,18,15.04,43190.65
3148,PAWNEE RE-12,0.138,15,0.429,84,1.0,1.0,1.0,4.53,0.0,16,19.23,30386.79
3200,YUMA 1,0.5479999999999999,15,0.645,774,0.8809999999999999,0.97,0.769,20.6025,0.05882352941176472,68,66.43,41263.71
3210,WRAY RD-2,0.309,15,0.5660000000000001,640,0.8240000000000001,0.8,0.846,13.623333333333335,0.020000000000000018,50,49.5,36815.72
3220,IDALIA RJ-3,0.307,15,0.602,191,0.857,1.0,0.8,13.545,0.0,18,15.48,38644.21
3230,LIBERTY J-4,0.13,15,0.302,63,1.0,0.0,1.0,15.105,0.0,7,6.05,38753.16
9030,MOUNTAIN BOCES,0.406,15,0.0,160,0.633,0.657,0.6,19.01,0.019736842105263164,152,135.14,48821.23
9035,CENTENNIAL BOCES,0.517,15,0.0,172,0.41200000000000003,0.40399999999999997,0.418,21.46,0.05882352941176472,17,16.69,31164.32
9050,SAN JUAN BOCES,0.24100000000000002,15,0.0,29,0.33299999999999996,0.35700000000000004,0.3,188.56,0.0,7,4.74,41331.52
9130,EXPEDITIONARY BOCES,0.22899999999999998,15,0.0,397,0.833,0.5710000000000001,1.0,11.93,0.0,29,33.15,37166.23
9170,COLORADO DIGITAL BOCES,0.308,15,0.0,2395,0.544,0.5489999999999999,0.537,40.54,0.09333333333333338,75,78.81,36354.04
8001,CHARTER SCHOOL INSTITUTE,0.527,15,0.426,14887,0.424,0.435,0.413,19.26222222222222,0.14423076923076927,832,791.81,39656.13
10,MAPLETON 1,0.6806,14,0.6072,8240,0.525,0.615,0.436,19.264666666666663,1.0,423,414.5,48384.24
20,ADAMS 12 FIVE STAR SCHOOLS,0.4827,14,0.37939999999999996,37665,0.7390000000000001,0.804,0.68,20.611538461538462,0.9932301740812379,2068,1998.3,51781.52
30,ADAMS COUNTY 14,0.8742,14,0.7287,6980,0.659,0.6829999999999999,0.632,19.437692307692306,0.9876847290640394,406,402.3,49905.46
50,BENNETT 29J,0.2437,14,0.3419,1012,0.8440000000000001,0.9309999999999999,0.7709999999999999,19.576666666666664,1.0,52,52.4,37742.28
60,STRASBURG 31J,0.16510000000000002,14,0.21719999999999998,976,0.85,0.865,0.8370000000000001,15.572500000000002,1.0,62,59.6,40263.94
70,WESTMINSTER 50,0.8261,14,0.7676000000000001,9626,0.5710000000000001,0.647,0.507,18.7665,0.9871086556169429,543,534.8,54839.88
100,ALAMOSA RE-11J,0.7134999999999999,14,0.6784,2136,0.745,0.8240000000000001,0.679,25.197499999999998,0.9915966386554622,119,118.3,45180.91
110,SANGRE DE CRISTO RE-22J,0.3353,14,0.6043999999999999,321,1.0,1.0,1.0,12.895,0.962962962962963,27,27.1,34341.33
120,ENGLEWOOD 1,0.47979999999999995,14,0.6224000000000001,2656,0.496,0.573,0.429,19.99,1.0,194,186.0,53004.72
123,SHERIDAN 2,0.862,14,0.9092,1376,0.602,0.6709999999999999,0.5,42.449999999999996,1.0,93,86.9,47769.53
130,CHERRY CREEK 5,0.45289999999999997,14,0.3028,52805,0.866,0.899,0.8320000000000001,21.555161290322584,0.9780882819942839,3149,3039.1,64839.96
140,LITTLETON 6,0.26,14,0.19079999999999997,15007,0.907,0.927,0.887,21.839565217391304,0.9942857142857143,875,843.8,60413.52
170,DEER TRAIL 26J,0.2065,14,0.5697,165,1.0,1.0,1.0,9.9,1.0,19,18.8,36874.81
180,ADAMS-ARAPAHOE 28J,0.8225,14,0.6970999999999999,40009,0.5589999999999999,0.606,0.513,22.949310344827584,0.9848619768477292,2246,2236.3,48704.42
190,BYERS 32J,0.21710000000000002,14,0.1353,2099,0.892,0.7859999999999999,0.9570000000000001,29.882857142857144,1.0,81,71.6,41179.04
220,ARCHULETA COUNTY 50 JT,0.37929999999999997,14,0.5241,1326,0.863,0.897,0.8390000000000001,15.746666666666668,1.0,87,84.6,43048.25
230,WALSH RE-1,0.2372,14,0.5373,134,0.938,0.833,1.0,9.49,1.0,15,16.5,32130.26
240,PRITCHETT RE-3,0.16219999999999998,14,0.5278,36,1.0,0.0,1.0,2.9899999999999998,1.0,9,12.8,18103.61
250,SPRINGFIELD RE-4,0.2207,14,0.6756,262,0.917,0.9,0.929,8.71,0.962962962962963,27,34.1,28648.32
260,VILAS RE-5,0.25,14,0.75,96,0.192,0.25,0.14300000000000002,10.170000000000002,1.0,12,10.6,34014.76
270,CAMPO RE-6,0.0682,14,0.7805,41,1.0,0.0,1.0,4.5600000000000005,1.0,11,9.8,30984.0
290,LAS ANIMAS RE-1,0.4731,14,0.7905,463,0.875,0.9,0.857,15.0025,1.0,37,34.2,36384.08
310,MC CLAVE RE-2,0.0143,14,0.6148,257,1.0,1.0,1.0,12.54,1.0,25,22.3,37244.56
470,ST VRAIN VALLEY RE 1J,0.35700000000000004,14,0.3006,29692,0.83,0.884,0.779,19.08686274509804,1.0,1750,1694.3,48975.75
480,BOULDER VALLEY RE 2,0.3032,14,0.1974,30032,0.9179999999999999,0.938,0.899,19.19578947368421,0.9880239520958084,1837,1676.6,65410.92
490,BUENA VISTA R-31,0.15789999999999998,14,0.41840000000000005,889,0.807,0.88,0.75,12.6,1.0,69,64.1,41978.63
500,SALIDA R-32,0.19260000000000002,14,0.35609999999999997,1126,0.88,0.8440000000000001,0.907,27.155,1.0,76,73.7,42338.38
510,KIT CARSON R-1,0.1759,14,0.3981,108,0.833,0.75,1.0,6.025,1.0,16,17.9,30627.63
520,CHEYENNE COUNTY RE-5,0.1923,14,0.44770000000000004,172,0.833,0.833,0.833,10.07,1.0,18,18.0,35727.35
540,CLEAR CREEK RE-1,0.1506,14,0.253,822,0.8079999999999999,0.958,0.679,15.863999999999999,1.0,64,61.0,39694.95
550,NORTH CONEJOS RE-1J,0.584,14,0.6618,964,0.852,0.8240000000000001,0.872,14.99,1.0,73,71.1,40068.78
560,SANFORD 6J,0.3325,14,0.5604,364,0.9470000000000001,0.909,1.0,14.719999999999999,0.9259259259259259,27,26.5,39415.53
580,SOUTH CONEJOS RE-10,0.8623999999999999,14,0.8028,218,1.0,1.0,1.0,9.82,1.0,22,22.1,36720.14
640,CENTENNIAL R-1,0.9186,14,0.8829,205,1.0,1.0,1.0,10.63,1.0,21,20.8,31233.31
740,SIERRA GRANDE R-30,0.8109999999999999,14,0.815,254,0.9,0.875,0.909,11.75,1.0,22,21.6,39734.76
770,CROWLEY COUNTY RE-1-J,0.4142,14,0.7048000000000001,437,0.7140000000000001,0.733,0.6920000000000001,14.183333333333332,0.9666666666666667,30,30.8,34362.14
860,CUSTER COUNTY SCHOOL DISTRICT C-1,0.0806,14,0.4877,365,0.8540000000000001,0.778,0.9129999999999999,12.520000000000001,0.96875,32,31.3,35549.09
870,DELTA COUNTY 50(J),0.2579,14,0.5245000000000001,4787,0.816,0.848,0.784,23.00625,1.0,294,283.4,37019.11
880,DENVER COUNTY 1,0.7795000000000001,14,0.7033,83891,0.628,0.688,0.5720000000000001,15.680319148936169,0.969357380493784,5711,5849.9,43508.2
890,DOLORES COUNTY RE NO.2,0.0483,14,0.512,250,0.821,0.882,0.727,10.766666666666666,1.0,25,24.8,34505.1
900,DOUGLAS COUNTY RE 1,0.2465,14,0.1128,64960,0.889,0.9079999999999999,0.871,22.430470588235295,0.9905335628227194,3486,3388.0,50165.0
910,EAGLE COUNTY RE 50,0.5516,14,0.4144,6464,0.816,0.843,0.7859999999999999,15.651111111111113,0.989010989010989,455,433.3,46339.15
920,ELIZABETH C-1,0.14029999999999998,14,0.1791,2429,0.9179999999999999,0.932,0.9059999999999999,44.6125,1.0,160,150.2,37312.62
930,KIOWA C-2,0.1533,14,0.332,259,0.889,0.9329999999999999,0.857,10.353333333333333,1.0,28,27.2,33894.25
940,BIG SANDY 100J,0.139,14,0.4515,268,0.905,0.929,0.857,11.013333333333334,1.0,29,26.5,36255.2
950,ELBERT 200,0.07690000000000001,14,0.3019,212,1.0,1.0,1.0,11.425,1.0,20,19.3,34241.26
960,AGATE 300,0.2,14,0.5,10,0.0,0.0,0.0,4.49,1.0,5,2.2,35690.28
970,CALHAN RJ-1,0.1058,14,0.4475,438,0.833,0.857,0.81,14.933333333333332,1.0,33,31.4,36077.07
980,HARRISON 2,0.7328,14,0.7195999999999999,11441,0.7759999999999999,0.812,0.74,16.635,0.9710982658959537,692,679.4,41654.45
990,WIDEFIELD 3,0.4868,14,0.4497,8839,0.8109999999999999,0.865,0.76,17.247500000000002,0.9736842105263158,532,522.4,43995.76
1000,FOUNTAIN 8,0.5188,14,0.4572,7758,0.823,0.855,0.795,15.574999999999998,1.0,519,505.4,46941.89
1010,COLORADO SPRINGS 11,0.4826,14,0.595,27676,0.682,0.743,0.62,16.004736842105263,0.9869243888573053,1759,1727.8,45315.15
1020,CHEYENNE MOUNTAIN 12,0.2706,14,0.14550000000000002,5009,0.9590000000000001,0.968,0.9490000000000001,15.712727272727276,0.9914772727272727,352,349.7,43094.1
1030,MANITOU SPRINGS 14,0.1495,14,0.2681,1421,0.895,0.9570000000000001,0.825,14.202499999999999,1.0,102,98.8,41745.7
1040,ACADEMY 20,0.25920000000000004,14,0.1275,24245,0.898,0.917,0.88,16.018571428571423,0.9873657612128869,1583,1500.6,46251.35
1050,ELLICOTT 22,0.35729999999999995,14,0.6875,992,0.804,0.8640000000000001,0.75,14.646666666666667,0.9852941176470589,68,72.9,34728.68
1060,PEYTON 23 JT,0.19940000000000002,14,0.3078,601,0.9620000000000001,0.9620000000000001,0.963,12.236666666666665,1.0,43,46.5,34760.67
1070,HANOVER 28,0.3385,14,0.7595000000000001,237,0.857,0.9,0.75,13.9,1.0,16,17.0,36929.41
1080,LEWIS-PALMER 38,0.1856,14,0.0875,5979,0.96,0.961,0.958,17.09444444444445,0.9649595687331536,371,348.5,44255.38
1110,FALCON 49,0.3943,14,0.32520000000000004,19274,0.645,0.66,0.628,21.031818181818185,0.9879518072289156,913,919.8,40682.68
1120,EDISON 54 JT,0.1014,14,0.4545,209,0.5379999999999999,0.667,0.429,28.99,1.0,12,12.0,34867.55
1130,MIAMI/YODER 60 JT,0.2158,14,0.64,250,0.75,0.857,0.667,11.835,1.0,22,25.1,29080.8
1140,CANON CITY RE-1,0.1726,14,0.5626,3603,0.7759999999999999,0.812,0.741,21.32777777777778,1.0,234,228.2,45334.74
1150,FREMONT RE-2,0.2054,14,0.5302,1373,0.8140000000000001,0.828,0.805,14.040000000000001,1.0,100,97.1,40639.09
1160,COTOPAXI RE-3,0.086,14,0.5911,203,0.769,1.0,0.7,11.79,1.0,19,18.9,32230.83
1180,ROARING FORK RE-1,0.5692,14,0.4291,5423,0.831,0.8959999999999999,0.768,14.846666666666666,1.0,372,354.0,47515.84
