County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,PK-12 Count,Teacher FTE,Pupil/ Teacher FTE Ratio
21,EL PASO,1010,COLORADO SPRINGS 11,1798,COLUMBIA ELEMENTARY SCHOOL,302,18.4473,16.37
21,EL PASO,1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,1454,75.3946,19.29
21,EL PASO,1010,COLORADO SPRINGS 11,1885,COMMUNITY PREP CHARTER SCHOOL,340,15.7537,21.58
21,EL PASO,1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,2101,98.6043,21.31
21,EL PASO,1010,COLORADO SPRINGS 11,2400,EARLY COLLEGE HIGH SCHOOL,197,15.4976,12.71
21,EL PASO,1010,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,337,20.4,16.52
21,EL PASO,1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,218,17.296,12.60
21,EL PASO,1010,COLORADO SPRINGS 11,3175,FREEDOM ELEMENTARY SCHOOL,499,26.9481,18.52
21,EL PASO,1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,468,27.8488,16.81
21,EL PASO,1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,511,33.9997,15.03
21,EL PASO,1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,157,16.3645,9.59
21,EL PASO,1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,489,27.2991,17.91
21,EL PASO,1010,COLORADO SPRINGS 11,3890,ADAMS ELEMENTARY SCHOOL,460,25.6,17.97
21,EL PASO,1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,337,20.6,16.36
21,EL PASO,1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,660,39.332,16.78
21,EL PASO,1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,517,31.6909,16.31
21,EL PASO,1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,285,17.7479,16.06
21,EL PASO,1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,411,26.9984,15.22
21,EL PASO,1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,987,53.148,18.57
21,EL PASO,1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,478,25.9938,18.39
21,EL PASO,1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,300,11.5806,25.91
21,EL PASO,1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,382,21.2991,17.94
21,EL PASO,1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,456,27.8992,16.34
21,EL PASO,1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,384,20.197,19.01
21,EL PASO,1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,480,29.7467,16.14
21,EL PASO,1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,190,15.4975,12.26
21,EL PASO,1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,1379,80.5038,17.13
21,EL PASO,1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,467,34.6,13.50
21,EL PASO,1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,656,39.7981,16.48
21,EL PASO,1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,1697,89.0974,19.05
21,EL PASO,1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,426,24.4,17.46
21,EL PASO,1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,247,18.2975,13.50
21,EL PASO,1010,COLORADO SPRINGS 11,7482,ROOSEVELT CHARTER ACADEMY,673,44.825,15.01
21,EL PASO,1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,369,21.6489,17.04
21,EL PASO,1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,624,36.9999,16.86
21,EL PASO,1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,816,46.5983,17.51
21,EL PASO,1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,599,33.7467,17.75
21,EL PASO,1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,291,17.0487,17.07
21,EL PASO,1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,329,21.148,15.56
21,EL PASO,1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,523,33.1981,15.75
21,EL PASO,1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,244,14.3481,17.01
21,EL PASO,1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,340,22.1481,15.35
21,EL PASO,1010,COLORADO SPRINGS 11,9404,WEST MIDDLE SCHOOL,292,19.0442,15.33
21,EL PASO,1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,276,19.8488,13.91
21,EL PASO,1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,362,23.4959,15.41
21,EL PASO,1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,383,28.7997,13.30
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1582,THE VANGUARD SCHOOL (ELEMENTARY),832,58.0587,14.33
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,341,20.3118,16.79
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,633,40.4368,15.65
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,1264,79.5611,15.89
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,344,20,17.20
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1596,CANON ELEMENTARY SCHOOL,136,5.7527,23.64
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,317,24.0618,13.17
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,474,30.0618,15.77
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,363,24,15.13
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,9051,THE VANGUARD SCHOOL (MIDDLE),211,17.0528,12.37
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,9057,THE VANGUARD SCHOOL (HIGH),305,33.8888,9.00
21,EL PASO,1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,443,26.8438,16.50
21,EL PASO,1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,358,25.7386,13.91
21,EL PASO,1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,448,32.5397,13.77
21,EL PASO,1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,151,13.5,11.19
21,EL PASO,1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,559,32.9992,16.94
21,EL PASO,1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,590,34.4995,17.10
21,EL PASO,1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,913,52.0009,17.56
21,EL PASO,1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,1362,75.3918,18.07
21,EL PASO,1040,ACADEMY 20,0110,ACADEMY ONLINE,124,7.9995,15.50
21,EL PASO,1040,ACADEMY 20,0209,ASPEN VALLEY CAMPUS,130,15.7977,8.23
21,EL PASO,1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,364,23.6981,15.36
21,EL PASO,1040,ACADEMY 20,1033,BRIARGATE PRESCHOOL,135,5,27.00
21,EL PASO,1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,1008,43.6962,23.07
21,EL PASO,1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,2215,123.0141,18.01
21,EL PASO,1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,444,32.1889,13.79
21,EL PASO,1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,653,54.1621,12.06
21,EL PASO,1040,ACADEMY 20,1901,ACADEMY CALVERT K-8 ONLINE SCHOOL,120,5.9996,20.00
21,EL PASO,1040,ACADEMY 20,1921,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL,1022,56.7946,17.99
21,EL PASO,1040,ACADEMY 20,1929,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL,536,31.0996,17.23
21,EL PASO,1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS HIGH SCHOOL,1160,65.5974,17.68
21,EL PASO,1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,339,26.0979,12.99
21,EL PASO,1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,962,58.4986,16.44
21,EL PASO,1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,408,28.1977,14.47
21,EL PASO,1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,506,31.565,16.03
21,EL PASO,1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,432,26.9993,16.00
21,EL PASO,1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,447,32.298,13.84
21,EL PASO,1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,352,27.1976,12.94
21,EL PASO,1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,1650,90.1969,18.29
21,EL PASO,1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,1012,62.0987,16.30
21,EL PASO,1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,603,32.7994,18.38
21,EL PASO,1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,1609,87.8913,18.31
21,EL PASO,1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,417,32.0966,12.99
21,EL PASO,1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,436,28.5995,15.25
21,EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,1718,94.8919,18.10
21,EL PASO,1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,641,34.9986,18.32
21,EL PASO,1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,338,21.7986,15.51
21,EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,501,21.1566,23.68
21,EL PASO,1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,484,30.6974,15.77
21,EL PASO,1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,1156,61.798,18.71
21,EL PASO,1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,485,29.1982,16.61
21,EL PASO,1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,542,35.0986,15.44
21,EL PASO,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,225,14.2246,15.82
21,EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,288,18.5007,15.57
21,EL PASO,1060,PEYTON 23 JT,6626,PEYTON ONLINE ACADEMY,26,1.2886,20.18
21,EL PASO,1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,262,16.2308,16.14
21,EL PASO,1060,PEYTON 23 JT,6900,PEYTON JUNIOR HIGH SCHOOL,88,6.9901,12.59
21,EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,248,14.8659,16.68
21,EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,138,11.454,12.05
21,EL PASO,1070,HANOVER 28,3941,HANOVER ONLINE ACADEMY,2,0.5,4.00
21,EL PASO,1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,135,9.6429,14.00
21,EL PASO,1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,987,55.6292,17.74
21,EL PASO,1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,384,22.1417,17.34
21,EL PASO,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,1014,56.0428,18.09
21,EL PASO,1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,428,26.4573,16.18
21,EL PASO,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,882,50.0053,17.64
21,EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,1064,49.7414,21.39
21,EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,1181,57.0547,20.70
21,EL PASO,1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,393,24.7884,15.85
21,EL PASO,1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,370,26.3559,14.04
21,EL PASO,1110,FALCON 49,0101,ALLIES,84,8.6978,9.66
21,EL PASO,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,1248,76.822,16.25
21,EL PASO,1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,670,42.3855,15.81
21,EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,503,15.7528,31.93
21,EL PASO,1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL OF TECHNOLOGY,328,21.0412,15.59
21,EL PASO,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,983,55.429,17.73
21,EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,1207,62.8,19.22
21,EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,3811,74.1712,51.38
21,EL PASO,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,746,49.9,14.95
21,EL PASO,1110,FALCON 49,4251,IMAGINE CLASSICAL ACADEMY,747,36.4714,20.48
21,EL PASO,1110,FALCON 49,5779,MERIDIAN RANCH ELEMENTARY SCHOOL,788,41.989,18.77
21,EL PASO,1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,477,30.0735,15.86
21,EL PASO,1110,FALCON 49,6653,POWER TECHNICAL EARLY COLLEGE,240,16.6833,14.39
21,EL PASO,1110,FALCON 49,6810,PATRIOT HIGH SCHOOL,104,9,11.56
21,EL PASO,1110,FALCON 49,6821,PIKES PEAK EARLY COLLEGE,120,4,30.00
21,EL PASO,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,413,24.429,16.91
21,EL PASO,1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,611,36,16.97
21,EL PASO,1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,949,43.3771,21.88
21,EL PASO,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,1613,74.7242,21.59
21,EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,1205,63.908,18.86
21,EL PASO,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,1109,62.3491,17.79
21,EL PASO,1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,553,33.4936,16.51
21,EL PASO,1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,557,37,15.05
21,EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,1583,70.2366,22.54
21,EL PASO,1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,799,50.7367,15.75
21,EL PASO,1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,58,5.9787,9.70
21,EL PASO,1120,EDISON 54 JT,2523,EDISON PREP,95,1.5993,59.40
21,EL PASO,1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,75,7.2448,10.35
21,EL PASO,1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,143,7.8438,18.23
21,EL PASO,1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER MIDDLE/HIGH SCHOOL,160,13.1876,12.13
22,FREMONT,1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,402,22.4047,17.94
22,FREMONT,1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,1079,58.6701,18.39
22,FREMONT,1140,CANON CITY RE-1,3802,HARRISON SCHOOL,673,45.6184,14.75
22,FREMONT,1140,CANON CITY RE-1,5166,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,267,20.3854,13.10
22,FREMONT,1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,200,18.0799,11.06
22,FREMONT,1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,252,12.9024,19.53
22,FREMONT,1140,CANON CITY RE-1,7950,CANON EXPLORATORY SCHOOL,348,20.739,16.78
22,FREMONT,1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,334,23.7547,14.06
22,FREMONT,1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,346,25.0004,13.84
22,FREMONT,1150,FREMONT RE-2,3224,FREMONT ELEMENTARY SCHOOL,433,31.671,13.67
22,FREMONT,1150,FREMONT RE-2,3226,FREMONT MIDDLE SCHOOL,309,18.835,16.41
22,FREMONT,1150,FREMONT RE-2,6858,PENROSE ELEMENTARY SCHOOL,258,17,15.18
22,FREMONT,1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,92,7.6007,12.10
22,FREMONT,1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,120,12.0799,9.93
23,GARFIELD,1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,135,10.592,12.75
23,GARFIELD,1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,583,43.2351,13.48
23,GARFIELD,1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,475,30.8125,15.42
23,GARFIELD,1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,481,29.7588,16.16
23,GARFIELD,1180,ROARING FORK RE-1,1006,BRIDGES,50,3.2,15.63
23,GARFIELD,1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,321,22.1883,14.47
23,GARFIELD,1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,455,34.7,13.11
23,GARFIELD,1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,560,43.85,12.77
23,GARFIELD,1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,422,29.125,14.49
23,GARFIELD,1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,948,52.09,18.20
23,GARFIELD,1180,ROARING FORK RE-1,7298,RIVERVIEW SCHOOL,420,25.0034,16.80
23,GARFIELD,1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,384,23.902,16.07
23,GARFIELD,1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,403,28.8081,13.99
23,GARFIELD,1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,562,30.7047,18.30
23,GARFIELD,1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,249,13,19.15
23,GARFIELD,1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,349,21.2144,16.45
23,GARFIELD,1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,422,25,16.88
23,GARFIELD,1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,263,16.497,15.94
23,GARFIELD,1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,844,47,17.96
23,GARFIELD,1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,764,42.9292,17.80
23,GARFIELD,1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,637,41,15.54
23,GARFIELD,1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,430,23.0667,18.64
23,GARFIELD,1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,293,19.503,15.02
23,GARFIELD,1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,359,23,15.61
23,GARFIELD,1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,252,11.5938,21.74
23,GARFIELD,1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,327,22,14.86
23,GARFIELD,1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,242,18.6114,13.00
24,GILPIN,1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,242,18.5129,13.07
24,GILPIN,1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,246,16.4603,14.95
25,GRAND,1340,WEST GRAND 1-JT,9420,WEST GRAND HIGH SCHOOL,139,12.5207,11.10
25,GRAND,1340,WEST GRAND 1-JT,9422,WEST GRAND ELEMENTARY  AND MIDDLE SCHOOL,267,25.66,10.41
25,GRAND,1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,305,20.5,14.88
25,GRAND,1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,261,21,12.43
25,GRAND,1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,360,28.5,12.63
25,GRAND,1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,375,24,15.63
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,1447,CRESTED BUTTE ELEMENTARY SCHOOL,345,21.666,15.92
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE SECONDARY SCHOOL,376,26.0642,14.43
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,545,40.2875,13.53
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,395,26.2239,15.06
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,290,20.4,14.22
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3702,LAKE PRESCHOOL,75,0.4667,160.70
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,47,1.9542,24.05
27,HINSDALE,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,96,12.7439,7.53
28,HUERFANO,1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,309,13.8294,22.34
28,HUERFANO,1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,84,4.7979,17.51
28,HUERFANO,1390,HUERFANO RE-1,9212,JOHN MALL HIGH SCHOOL,160,9.9837,16.03
28,HUERFANO,1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,108,10.2701,10.52
28,HUERFANO,1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,119,10.6719,11.15
29,JACKSON,1410,NORTH PARK R-1 ,6358,NORTH PARK SCHOOL,186,20.5384,9.06
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,449,23.81,18.86
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,357,24.7806,14.41
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,97,6.42,15.11
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0108,ALAMEDA INTERNATIONAL JUNIOR/SENIOR HIGH SCHOOL,1199,83.1166,14.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0109,ARVADA K-8,615,42.1387,14.59
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,230,13.2439,17.37
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,822,52.4068,15.68
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,1768,86.8709,20.35
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0491,ADDENBROOKE CLASSICAL GRAMMAR SCHOOL,395,21.3279,18.52
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,1103,54.6662,20.18
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,1564,85.1538,18.37
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0694,BELL MIDDLE SCHOOL,748,38.1157,19.62
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0724,BELMAR ELEMENTARY SCHOOL,320,20.65,15.50
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0776,BERGEN MEADOW PRIMARY SCHOOL,337,14.6038,23.08
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,300,15.3513,19.54
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0950,BRADFORD K8 SOUTH,447,24.3338,18.37
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0951,BLUE HERON ELEMENTARY SCHOOL,499,26.7677,18.64
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0952,BRADFORD K8 NORTH,403,19.7305,20.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,286,20.7491,13.78
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1238,CAMPBELL ELEMENTARY SCHOOL,276,19.8101,13.93
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1318,CARMODY MIDDLE SCHOOL,532,28.4954,18.67
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1451,ADDENBROOKE CLASSICAL ACADEMY,297,22.0392,13.48
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,1776,86.9307,20.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,141,10.0563,14.02
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1790,COLOROW ELEMENTARY SCHOOL,207,12.7,16.30
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,410,19.0677,21.50
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,1691,84.8624,19.93
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,286,14.783,19.35
