County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,PK-12 Count,Teacher FTE,Pupil/ Teacher FTE Ratio
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1876,CORONADO ELEMENTARY SCHOOL,550,26.2288,20.97
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,416,24.6194,16.90
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,879,45.4719,19.33
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1976,CREIGHTON MIDDLE SCHOOL,636,36.6896,17.33
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,1553,76.7667,20.23
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1026,48.5007,21.15
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2130,DEER CREEK MIDDLE SCHOOL,788,40.763,19.33
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2189,DORAL ACADEMY OF COLORADO,231,14.2975,16.16
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2194,DEVINNY ELEMENTARY SCHOOL,553,28.4625,19.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2288,DRAKE JUNIOR HIGH SCHOOL,673,34.0027,19.79
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2300,DUNSTAN MIDDLE SCHOOL,634,34.2435,18.51
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2322,DUTCH CREEK ELEMENTARY SCHOOL,317,17.1577,18.48
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,458,25.3,18.10
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2550,EIBER ELEMENTARY SCHOOL,347,23.7875,14.59
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2616,ELK CREEK ELEMENTARY SCHOOL,388,18.6338,20.82
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,518,28.3053,18.30
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2820,EVERITT MIDDLE SCHOOL,437,28.1954,15.50
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2832,EVERGREEN MIDDLE SCHOOL,722,36.1923,19.95
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,1116,55.2769,20.19
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,675,33.8239,19.96
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2946,FITZMORRIS ELEMENTARY SCHOOL,284,16.4654,17.25
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2963,FALCON BLUFFS MIDDLE SCHOOL,676,35.5339,19.02
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3025,FOOTHILLS ELEMENTARY SCHOOL,317,18.9576,16.72
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3088,FOSTER ELEMENTARY SCHOOL,506,28.6254,17.68
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,421,22.6904,18.55
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,277,17.8326,15.53
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3250,NORMA ANDERSON PRESCHOOL,112,1.0913,102.63
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3393,GOLDEN VIEW CLASSICAL ACADEMY,634,33.9499,18.67
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,253,14.9363,16.94
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,1327,64.8904,20.45
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,397,23.7,16.75
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,291,17.0626,17.05
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,342,24.45,13.99
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,1108,60.2476,18.39
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3691,GREAT WORK MONTESSORI,125,7.5702,16.51
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,498,24.12,20.65
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,323,20.7688,15.55
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4307,IRWIN PRESCHOOL,106,1.5,70.67
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY ELEMENTARY,742,42.1252,17.61
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4404,JEFFERSON ACADEMY,825,23.5518,35.03
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,279,21.0302,13.27
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4410,JEFFERSON ACADEMY HIGH SCHOOL,425,18.1944,23.36
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4422,JEFFERSON JUNIOR/SENIOR HIGH SCHOOL,676,48.3922,13.97
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,426,20.9563,20.33
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,707,37.083,19.07
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,473,28.6239,16.52
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,448,23.9776,18.68
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,36,8,4.50
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,240,16.485,14.56
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,548,29.5238,18.56
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,2128,106.44,19.99
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,463,24,19.29
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,354,19.46,18.19
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,429,21.9588,19.54
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,772,40.2299,19.19
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,326,21.25,15.34
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,481,25.3588,18.97
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,472,23.75,19.87
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5415,ROCKY MOUNTAIN DEAF SCHOOL,69,15.8107,4.36
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5454,MANDALAY MIDDLE SCHOOL,380,21.5898,17.60
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5472,MANNING OPTIONS SCHOOL,441,21.0029,21.00
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,360,21.42,16.81
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5580,MARSHDALE ELEMENTARY SCHOOL,325,20.3913,15.94
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5623,LONGVIEW HIGH SCHOOL,58,4.5004,12.89
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5758,MEIKLEJOHN ELEMENTARY,644,31.8513,20.22
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5892,MILLER SPECIAL EDUCATION,94,16.9255,5.55
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5944,MITCHELL ELEMENTARY SCHOOL,576,26.8126,21.48
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,453,28.95,15.65
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,528,23.4002,22.56
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6090,MOORE MIDDLE SCHOOL,424,23.1963,18.28
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6133,MORTENSEN ELEMENTARY SCHOOL,396,23.2038,17.07
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6135,MOUNT CARBON ELEMENTARY SCHOOL,491,19.7,24.92
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,596,27.1855,21.92
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,249,9.6015,25.93
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6286,NORMANDY ELEMENTARY SCHOOL,465,22.7,20.48
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6330,NORTH ARVADA MIDDLE SCHOOL,451,24.4605,18.44
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6470,OBERON JUNIOR HIGH SCHOOL,527,26.4253,19.94
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,246,13.9501,17.63
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,318,21.0053,15.14
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6804,PARMALEE ELEMENTARY SCHOOL,310,15.79,19.63
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,366,20.1175,18.19
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6808,PATTERSON INTERNATIONAL SCHOOL,458,23.45,19.53
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6828,PECK ELEMENTARY SCHOOL,318,17.04,18.66
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6844,PEIFFER ELEMENTARY SCHOOL,342,19.319,17.70
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6848,PENNINGTON ELEMENTARY SCHOOL,169,10.5014,16.09
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,1429,76.6924,18.63
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7128,POWDERHORN ELEMENTARY SCHOOL,627,30.9713,20.24
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,493,24.1,20.46
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7238,RALSTON ELEMENTARY SCHOOL,325,17.635,18.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,1850,91.205,20.28
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7282,RED ROCKS ELEMENTARY SCHOOL,316,15.5426,20.33
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,230,18.4966,12.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7468,ROSE STEIN INTERNATIONAL ELEMENTARY,258,14.7,17.55
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7483,ROONEY RANCH ELEMENTARY SCHOOL,580,28.4076,20.42
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,457,24.5239,18.63
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7701,COLLEGIATE ACADEMY OF COLORADO,405,31.5381,12.84
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7708,SECREST ELEMENTARY SCHOOL,364,20.8113,17.49
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7753,SEMPER ELEMENTARY SCHOOL,403,22.3088,18.06
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7780,SHAFFER ELEMENTARY SCHOOL,514,25.0538,20.52
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7833,SHELTON ELEMENTARY SCHOOL,562,31.3513,17.93
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7870,SIERRA ELEMENTARY SCHOOL,541,28.1489,19.22
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7962,SLATER ELEMENTARY SCHOOL,336,20.3413,16.52
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8036,SOBESKY ACADEMY,92,17.8013,5.17
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,410,26.5,15.47
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,498,27.6875,17.99
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,1359,69.9586,19.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8223,STEVENS ELEMENTARY SCHOOL,400,22.6863,17.63
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8248,EMORY ELEMENTARY SCHOOL,488,30.2625,16.13
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8276,STOBER ELEMENTARY SCHOOL,277,16.6464,16.64
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8280,STONY CREEK ELEMENTARY SCHOOL,425,21.9601,19.35
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8300,STOTT ELEMENTARY SCHOOL,367,18.6339,19.70
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8381,SUMMIT RIDGE MIDDLE SCHOOL,693,37.3509,18.55
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,339,22.8113,14.86
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8458,JOHN AND KAREN LITZ PRESCHOOL,84,0.3338,251.65
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,651,32.992,19.73
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8834,THOMSON ELEMENTARY SCHOOL,375,25.72,14.58
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,396,19.49,20.32
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,378,20.0438,18.86
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,507,22.6064,22.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,482,24.8501,19.40
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,209,15.6013,13.40
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,416,21.1751,19.65
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9234,WARREN TECH CENTRAL,37,27.599,1.34
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9245,WARREN TECH NORTH,21,8.4,2.50
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,425,22.479,18.91
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,434,25.25,17.19
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,336,21.99,15.28
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,534,27.4776,19.43
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,343,18.7051,18.34
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,948,32.9362,28.78
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,534,28.433,18.78
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,743,35.2339,21.09
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9432,DENNISON ELEMENTARY SCHOOL,627,29.2,21.47
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,493,27.1,18.19
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,1250,66.4228,18.82
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,321,20.6314,15.56
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,396,18.5951,21.30
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,346,18.5451,18.66
31,KIOWA,1430,EADS RE-1,2328,EADS ELEMENTARY SCHOOL,97,7.109,13.64
31,KIOWA,1430,EADS RE-1,2332,EADS MIDDLE SCHOOL,40,3.25,12.31
31,KIOWA,1430,EADS RE-1,2336,EADS HIGH SCHOOL,47,7.0897,6.63
31,KIOWA,1440,PLAINVIEW RE-2,6992,PLAINVIEW ELEMENTARY SCHOOL,26,4.586,5.67
31,KIOWA,1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,23,4.125,5.58
32,KIT CARSON,1450,ARRIBA-FLAGLER C-20,2960,FLAGLER PUBLIC SCHOOL,178,16.9155,10.52
32,KIT CARSON,1460,HI-PLAINS R-23,7746,HI-PLAINS SCHOOL DISTRICT R-23,107,13.8202,7.74
32,KIT CARSON,1480,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,135,8.6397,15.63
32,KIT CARSON,1480,STRATTON R-4,8351,STRATTON MIDDLE SCHOOL,49,3.4969,14.01
32,KIT CARSON,1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,44,5.4097,8.13
32,KIT CARSON,1490,BETHUNE R-5,0842,BETHUNE PUBLIC SCHOOLS,112,13.2665,8.44
32,KIT CARSON,1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,339,19.4435,17.44
32,KIT CARSON,1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,214,14.2913,14.97
32,KIT CARSON,1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,228,16.364,13.93
33,LAKE,1510,LAKE COUNTY R-1,4901,LAKE COUNTY INTERMEDIATE SCHOOL,296,18.5,16.00
33,LAKE,1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,445,29.3551,15.16
33,LAKE,1510,LAKE COUNTY R-1,8804,PITTS ELEMENTARY SCHOOL,96,1,96.00
33,LAKE,1510,LAKE COUNTY R-1,9486,WESTPARK ELEMENTARY SCHOOL,198,12.5,15.84
34,LA PLATA,1520,DURANGO 9-R,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,273,19.786,13.80
34,LA PLATA,1520,DURANGO 9-R,1526,COLORADO CONNECTIONS ACADEMY @ DURANGO,537,72.5379,7.40
34,LA PLATA,1520,DURANGO 9-R,2097,DISTRICT 9-R SHARED SCHOOL,155,1,155.00
34,LA PLATA,1520,DURANGO 9-R,2318,DURANGO HIGH SCHOOL,1101,67.5923,16.29
34,LA PLATA,1520,DURANGO 9-R,3012,FLORIDA MESA ELEMENTARY SCHOOL,363,25.8463,14.04
34,LA PLATA,1520,DURANGO 9-R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,140,10.5193,13.31
34,LA PLATA,1520,DURANGO 9-R,3571,DURANGO BIG PICTURE HIGH SCHOOL,88,7,12.57
34,LA PLATA,1520,DURANGO 9-R,4384,THE JUNIPER SCHOOL,118,10.6359,11.09
34,LA PLATA,1520,DURANGO 9-R,5888,MILLER MIDDLE SCHOOL,455,31.029,14.66
34,LA PLATA,1520,DURANGO 9-R,6222,NEEDHAM ELEMENTARY SCHOOL,432,28.7144,15.04
34,LA PLATA,1520,DURANGO 9-R,6738,PARK ELEMENTARY SCHOOL,455,31.9749,14.23
34,LA PLATA,1520,DURANGO 9-R,7402,RIVERVIEW ELEMENTARY SCHOOL,481,31.1786,15.43
34,LA PLATA,1520,DURANGO 9-R,7994,ESCALANTE MIDDLE SCHOOL,475,33.7906,14.06
34,LA PLATA,1520,DURANGO 9-R,8388,SUNNYSIDE ELEMENTARY SCHOOL,149,9.6,15.52
34,LA PLATA,1530,BAYFIELD 10 JT-R,0632,BAYFIELD ELEMENTARY SCHOOL,694,35.3999,19.60
34,LA PLATA,1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,302,15.5994,19.36
34,LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,381,25.4998,14.94
34,LA PLATA,1540,IGNACIO 11 JT,4252,IGNACIO ELEMENTARY SCHOOL,333,29.75,11.19
34,LA PLATA,1540,IGNACIO 11 JT,4254,IGNACIO MIDDLE SCHOOL,194,15.625,12.42
34,LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,259,21.375,12.12
35,LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,692,51.1628,13.53
35,LARIMER,1550,POUDRE R-1,0477,ZACH ELEMENTARY SCHOOL,604,33.6,17.98
35,LARIMER,1550,POUDRE R-1,0490,BACON ELEMENTARY SCHOOL,539,33.7462,15.97
35,LARIMER,1550,POUDRE R-1,0498,BETHKE ELEMENTARY SCHOOL,633,34.75,18.22
35,LARIMER,1550,POUDRE R-1,0612,BAUDER ELEMENTARY SCHOOL,575,35.6463,16.13
35,LARIMER,1550,POUDRE R-1,0678,BEATTIE ELEMENTARY SCHOOL,349,22.1193,15.78
35,LARIMER,1550,POUDRE R-1,0766,BENNETT ELEMENTARY SCHOOL,485,29.2,16.61
35,LARIMER,1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,652,36.9105,17.66
35,LARIMER,1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,591,35.7891,16.51
35,LARIMER,1550,POUDRE R-1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,347,21.2231,16.35
35,LARIMER,1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,323,21.1504,15.27
35,LARIMER,1550,POUDRE R-1,2298,DUNN ELEMENTARY SCHOOL,413,25,16.52
35,LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,1796,91.2811,19.68
35,LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,2003,101.5789,19.72
35,LARIMER,1550,POUDRE R-1,3242,FORT COLLINS MONTESSORI SCHOOL,133,6.3281,21.02
35,LARIMER,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,131,11.9716,10.94
35,LARIMER,1550,POUDRE R-1,3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,313,21.2931,14.70
35,LARIMER,1550,POUDRE R-1,4282,IRISH ELEMENTARY SCHOOL,384,29.4193,13.05
35,LARIMER,1550,POUDRE R-1,4456,JOHNSON ELEMENTARY SCHOOL,427,27.0462,15.79
35,LARIMER,1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,813,40.6402,20.00
35,LARIMER,1550,POUDRE R-1,4793,KRUSE ELEMENTARY SCHOOL,518,30.2231,17.14
35,LARIMER,1550,POUDRE R-1,5014,LAUREL ELEMENTARY SCHOOL,476,34.4731,13.81
35,LARIMER,1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL,761,40.56,18.76
35,LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,1148,55.6505,20.63
35,LARIMER,1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,568,41.8501,13.57
35,LARIMER,1550,POUDRE R-1,5196,LINTON ELEMENTARY SCHOOL,434,30.4731,14.24
35,LARIMER,1550,POUDRE R-1,5234,LIVERMORE ELEMENTARY SCHOOL,30,3.3,9.09
35,LARIMER,1550,POUDRE R-1,5292,LOPEZ ELEMENTARY SCHOOL,425,23.5463,18.05
35,LARIMER,1550,POUDRE R-1,5688,MCGRAW ELEMENTARY SCHOOL,445,25.5,17.45
35,LARIMER,1550,POUDRE R-1,5917,MOUNTAIN SAGE COMMUNITY SCHOOL,270,17.5865,15.35
35,LARIMER,1550,POUDRE R-1,6476,O'DEA ELEMENTARY SCHOOL,465,30.2,15.40
35,LARIMER,1550,POUDRE R-1,6482,OLANDER ELEMENTARY SCHOOL,432,30.5,14.16
35,LARIMER,1550,POUDRE R-1,7043,PSD OPTIONS SCHOOL,145,3.2302,44.89
35,LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,411,25.3497,16.21
35,LARIMER,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,1821,104.5555,17.42
35,LARIMER,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,150,9.96,15.06
35,LARIMER,1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL,1146,56.844,20.16
35,LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,211,13.1456,16.05
35,LARIMER,1550,POUDRE R-1,7218,PUTNAM ELEMENTARY SCHOOL,352,29.9693,11.75
35,LARIMER,1550,POUDRE R-1,7290,RED FEATHER LAKES ELEMENTARY SCHOOL,38,3.3,11.52
35,LARIMER,1550,POUDRE R-1,7325,RICE ELEMENTARY SCHOOL,506,29.9462,16.90
35,LARIMER,1550,POUDRE R-1,7350,RIFFENBURGH ELEMENTARY SCHOOL,542,28.6,18.95
35,LARIMER,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,2033,98.132,20.72
35,LARIMER,1550,POUDRE R-1,7834,SHEPARDSON ELEMENTARY SCHOOL,435,25.7731,16.88
35,LARIMER,1550,POUDRE R-1,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,36,4,9.00
35,LARIMER,1550,POUDRE R-1,8460,TAVELLI ELEMENTARY SCHOOL,616,36.4731,16.89
35,LARIMER,1550,POUDRE R-1,8852,TIMNATH ELEMENTARY SCHOOL,373,23.05,16.18
35,LARIMER,1550,POUDRE R-1,9251,TRAUT CORE ELEMENTARY SCHOOL,508,25.2762,20.10
35,LARIMER,1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL,809,43.6103,18.55
35,LARIMER,1550,POUDRE R-1,9370,EYESTONE ELEMENTARY SCHOOL,617,34.7731,17.74
35,LARIMER,1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL,552,32.1833,17.15
35,LARIMER,1550,POUDRE R-1,9380,WERNER ELEMENTARY SCHOOL,528,28.6,18.46
