County Name,Organization Code,Organization Name,All Students Final Grad Base,All Students Graduates Total,All Students Graduation Rate,All Students Completers Total,All Students Completion Rate,Female Final Grad Base,Females Graduates Total,Female Graduation Rate,Female Completers Total,Female Completion Rate,Male Final Grad Base, Male Graduates Total,Male Graduation Rate,Male Completers Total,Male Completion Rate,American Indian or Alaska Native Final Grad Base,American Indian or Alaska Native Graduates,American Indian or Alaska Native Graduation Rate,American Indian or Alaska Native Completers Total,American Indian or Alaska Native Completion Rate,American Indian or Alaska Native Female Final Grad Base,American Indian or Alaska Native Female Graduates,American Indian or Alaska Native Female Native Graduation Rate,American Indian or Alaska Native Female Completers Total,American Indian or Alaska Native Female Completion Rate,American Indian or Alaska Native Male Final Grad Base,American Indian or Alaska Native Male Graduates,American Indian or Alaska Native Male Graduation Rate,American Indian or Alaska Native Male Completers Total,American Indian or Alaska Native Male Completion Rate,Asian Final Grad Base,Asian Graduates,Asian Graduation Rate,Asian Completers Total,Asian Completion Rate,Asian Female Final Grad Base,Asian Female Graduates,Asian Female Graduation Rate,Asian Female Completers Total,Asian Female Completion Rate,Asian Male Final Grad Base,Asian Male Graduates,Asian Male Graduation Rate,Asian Male Completers Total,Asian Male Completion Rate,Black or African American Final Grad Base,Black or African American Graduates,Black or African American Graduation Rate,Black or African American Completers Total,Black or African American Completion Rate,Black or African American Female Final Grad Base,Black or African American Female Graduates,Black or African American Female Graduation Rate,Black or African American Female Completers Total,Black or African American Female Completion Rate,Black or African American Male Final Grad Base,Black or African American Male Graduates,Black or African American Male Graduation Rate,Black or African American Male Completers Total,Black or African American Male Completion Rate,Hispanic or Latino Final Grad Base,Hispanic or Latino Graduates,Hispanic or Latino Graduation Rate,Hispanic or Latino Completers Total,Hispanic or Latino Completion Rate,Hispanic or Latino Female Final Grad Base,Hispanic or Latino Female Graduates,Hispanic or Latino Female Graduation Rate,Hispanic or Latino Female Completers Total,Hispanic or Latino Female Completion Rate,Hispanic or Latino Male Final Grad Base,Hispanic or Latino Male Graduates,Hispanic or Latino Male Graduation Rate,Hispanic or Latino Male Completers Total,Hispanic or Latino Male Completion Rate,White Final Grad Base,White Graduates,White Graduation Rate,White Completers Total,White Completion Rate,White Female Final Grad Base,White Female Graduates,White Female Graduation Rate,White Female Completers Total,White Female Completion Rate,White Male Final Grad Base,White Male Graduates,White Male Graduation Rate,White Male Completers Total,White Male Completion Rate,Native Hawaiian or Other Pacific Islander Grad Base,Native Hawaiian or Other Pacific Islander Graduates,Native Hawaiian or Other Pacific Islander Graduation Rate,Native Hawaiian or Other Pacific Islander Completers Total,Native Hawaiian or Other Pacific Islander Completion Rate,Native Hawaiian or Other Pacific Islander Female Grad Base,Native Hawaiian or Other Pacific Islander Female Graduates,Native Hawaiian or Other Pacific Islander Female Graduation Rate,Native Hawaiian or Other Pacific Islander Female Completers Total,Native Hawaiian or Other Pacific Islander Female Completion Rate,Native Hawaiian or Other Pacific Islander Male Grad Base,Native Hawaiian or Other Pacific Islander Male Graduates,Native Hawaiian or Other Pacific Islander Male Graduation Rate,Native Hawaiian or Other Pacific Islander Male Completers Total,Native Hawaiian or Other Pacific Islander Male Completion Rate,Two or More Races Final Grad Base,Two or More Races Graduates,Two or More Races Graduation Rate,Two or More Races Completers Total,Two or More Races Completion Rate,Two or More Races Female Final Grad Base,Two or More Races Female Graduates,Two or More Races Female Graduation Rate,Two or More Races Female Completers Total,Two or More Races Female Completion Rate,Two or More Races Male Final Grad Base,Two or More Races Male Graduates,Two or More Races Male Graduation Rate,Two or More Races Male Completers Total,Two or More Races Male Completion Rate
MOFFAT,2020,MOFFAT COUNTY RE:NO 1,152,132,86.8%,133,87.5%,69,65,94.2%,65,94.2%,83,67,80.7%,68,81.9%,2,1,50.0%,1,50.0%,1,1,100.0%,1,100.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,16,13,81.3%,13,81.3%,6,5,83.3%,5,83.3%,10,8,80.0%,8,80.0%,131,115,87.8%,116,88.5%,60,57,95.0%,57,95.0%,71,58,81.7%,59,83.1%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,228,119,52.2%,130,57.0%,105,63,60.0%,67,63.8%,123,56,45.5%,63,51.2%,50,12,24.0%,14,28.0%,22,6,27.3%,7,31.8%,28,6,21.4%,7,25.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,2,50.0%,2,50.0%,3,2,66.7%,2,66.7%,1,0,0.0%,0,0.0%,46,29,63.0%,29,63.0%,23,17,73.9%,17,73.9%,23,12,52.2%,12,52.2%,119,71,59.7%,80,67.2%,52,34,65.4%,37,71.2%,67,37,55.2%,43,64.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,5,55.6%,5,55.6%,5,4,80.0%,4,80.0%,4,1,25.0%,1,25.0%
MONTEZUMA,2055,DOLORES RE-4A,68,61,89.7%,65,95.6%,32,28,87.5%,30,93.8%,36,33,91.7%,35,97.2%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,0,0.0%,1,100.0%,0,0,0.0%,0,0.0%,1,0,0.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%,63,57,90.5%,60,95.2%,31,27,87.1%,29,93.5%,32,30,93.8%,31,96.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MONTEZUMA,2070,MANCOS RE-6,25,22,88.0%,23,92.0%,10,8,80.0%,9,90.0%,15,14,93.3%,14,93.3%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,4,2,50.0%,2,50.0%,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,18,17,94.4%,18,100.0%,7,6,85.7%,7,100.0%,11,11,100.0%,11,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MONTROSE,2180,MONTROSE COUNTY RE-1J,454,324,71.4%,335,73.8%,223,174,78.0%,177,79.4%,231,150,64.9%,158,68.4%,4,2,50.0%,2,50.0%,1,0,0.0%,0,0.0%,3,2,66.7%,2,66.7%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,4,3,75.0%,4,100.0%,0,0,0.0%,0,0.0%,4,3,75.0%,4,100.0%,131,82,62.6%,84,64.1%,64,46,71.9%,46,71.9%,67,36,53.7%,38,56.7%,303,228,75.2%,236,77.9%,151,123,81.5%,126,83.4%,152,105,69.1%,110,72.4%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,9,6,66.7%,6,66.7%,6,4,66.7%,4,66.7%,3,2,66.7%,2,66.7%
MONTROSE,2190,WEST END RE-2,30,25,83.3%,26,86.7%,17,15,88.2%,15,88.2%,13,10,76.9%,11,84.6%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,27,23,85.2%,24,88.9%,17,15,88.2%,15,88.2%,10,8,80.0%,9,90.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MORGAN,2395,BRUSH RE-2(J),94,79,84.0%,85,90.4%,52,45,86.5%,49,94.2%,42,34,81.0%,36,85.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,44,34,77.3%,38,86.4%,25,19,76.0%,22,88.0%,19,15,78.9%,16,84.2%,47,42,89.4%,44,93.6%,25,24,96.0%,25,100.0%,22,18,81.8%,19,86.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
MORGAN,2405,FORT MORGAN RE-3,227,165,72.7%,180,79.3%,121,89,73.6%,97,80.2%,106,76,71.7%,83,78.3%,3,2,66.7%,2,66.7%,1,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,9,1,11.1%,1,11.1%,5,1,20.0%,1,20.0%,4,0,0.0%,0,0.0%,124,88,71.0%,99,79.8%,67,49,73.1%,56,83.6%,57,39,68.4%,43,75.4%,88,71,80.7%,75,85.2%,46,37,80.4%,38,82.6%,42,34,81.0%,37,88.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%
MORGAN,2505,WELDON VALLEY RE-20(J),16,15,93.8%,15,93.8%,15,14,93.3%,14,93.3%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,15,14,93.3%,14,93.3%,15,14,93.3%,14,93.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MORGAN,2515,WIGGINS RE-50(J),26,23,88.5%,24,92.3%,12,12,100.0%,12,100.0%,14,11,78.6%,12,85.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,7,77.8%,7,77.8%,5,5,100.0%,5,100.0%,4,2,50.0%,2,50.0%,17,16,94.1%,17,100.0%,7,7,100.0%,7,100.0%,10,9,90.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2520,EAST OTERO R-1,107,83,77.6%,88,82.2%,59,50,84.7%,53,89.8%,48,33,68.8%,35,72.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,57,43,75.4%,46,80.7%,36,28,77.8%,30,83.3%,21,15,71.4%,16,76.2%,47,37,78.7%,39,83.0%,21,20,95.2%,21,100.0%,26,17,65.4%,18,69.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%
OTERO,2530,ROCKY FORD R-2,46,29,63.0%,36,78.3%,16,12,75.0%,14,87.5%,30,17,56.7%,22,73.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,1,1,100.0%,1,100.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,30,17,56.7%,23,76.7%,10,6,60.0%,8,80.0%,20,11,55.0%,15,75.0%,14,11,78.6%,12,85.7%,5,5,100.0%,5,100.0%,9,6,66.7%,7,77.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2535,MANZANOLA 3J,12,9,75.0%,9,75.0%,2,2,100.0%,2,100.0%,10,7,70.0%,7,70.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,7,5,71.4%,5,71.4%,1,1,100.0%,1,100.0%,6,4,66.7%,4,66.7%,5,4,80.0%,4,80.0%,1,1,100.0%,1,100.0%,4,3,75.0%,3,75.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2540,FOWLER R-4J,21,18,85.7%,19,90.5%,11,10,90.9%,10,90.9%,10,8,80.0%,9,90.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,5,4,80.0%,4,80.0%,3,2,66.7%,2,66.7%,2,2,100.0%,2,100.0%,16,14,87.5%,15,93.8%,8,8,100.0%,8,100.0%,8,6,75.0%,7,87.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2560,CHERAW 31,9,9,100.0%,9,100.0%,5,5,100.0%,5,100.0%,4,4,100.0%,4,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,6,6,100.0%,6,100.0%,3,3,100.0%,3,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
OTERO,2570,SWINK 33,23,22,95.7%,23,100.0%,10,9,90.0%,10,100.0%,13,13,100.0%,13,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,5,4,80.0%,5,100.0%,1,0,0.0%,1,100.0%,4,4,100.0%,4,100.0%,18,18,100.0%,18,100.0%,9,9,100.0%,9,100.0%,9,9,100.0%,9,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OURAY,2580,OURAY R-1,10,7,70.0%,7,70.0%,3,3,100.0%,3,100.0%,7,4,57.1%,4,57.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,9,6,66.7%,6,66.7%,2,2,100.0%,2,100.0%,7,4,57.1%,4,57.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OURAY,2590,RIDGWAY R-2,28,28,100.0%,28,100.0%,13,13,100.0%,13,100.0%,15,15,100.0%,15,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,25,25,100.0%,25,100.0%,13,13,100.0%,13,100.0%,12,12,100.0%,12,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PARK,2600,PLATTE CANYON 1,80,60,75.0%,61,76.3%,33,25,75.8%,25,75.8%,47,35,74.5%,36,76.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,2,66.7%,2,66.7%,2,2,100.0%,2,100.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,1,33.3%,1,33.3%,3,1,33.3%,1,33.3%,0,0,0.0%,0,0.0%,69,52,75.4%,53,76.8%,26,20,76.9%,20,76.9%,43,32,74.4%,33,76.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,5,5,100.0%,5,100.0%,2,2,100.0%,2,100.0%,3,3,100.0%,3,100.0%
PARK,2610,PARK COUNTY RE-2,34,30,88.2%,30,88.2%,14,13,92.9%,13,92.9%,20,17,85.0%,17,85.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,4,100.0%,4,100.0%,1,1,100.0%,1,100.0%,3,3,100.0%,3,100.0%,29,25,86.2%,25,86.2%,13,12,92.3%,12,92.3%,16,13,81.3%,13,81.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
PHILLIPS,2620,HOLYOKE RE-1J,44,37,84.1%,38,86.4%,21,19,90.5%,19,90.5%,23,18,78.3%,19,82.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,17,13,76.5%,13,76.5%,7,5,71.4%,5,71.4%,10,8,80.0%,8,80.0%,26,23,88.5%,24,92.3%,14,14,100.0%,14,100.0%,12,9,75.0%,10,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
PHILLIPS,2630,HAXTUN RE-2J,17,17,100.0%,17,100.0%,6,6,100.0%,6,100.0%,11,11,100.0%,11,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,15,15,100.0%,15,100.0%,5,5,100.0%,5,100.0%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PITKIN,2640,ASPEN 1,121,117,96.7%,117,96.7%,58,57,98.3%,57,98.3%,63,60,95.2%,60,95.2%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,15,12,80.0%,12,80.0%,9,8,88.9%,8,88.9%,6,4,66.7%,4,66.7%,102,101,99.0%,101,99.0%,46,46,100.0%,46,100.0%,56,55,98.2%,55,98.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PROWERS,2650,GRANADA RE-1,23,19,82.6%,19,82.6%,7,6,85.7%,6,85.7%,16,13,81.3%,13,81.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,16,15,93.8%,15,93.8%,6,5,83.3%,5,83.3%,10,10,100.0%,10,100.0%,7,4,57.1%,4,57.1%,1,1,100.0%,1,100.0%,6,3,50.0%,3,50.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PROWERS,2660,LAMAR RE-2,116,84,72.4%,88,75.9%,59,45,76.3%,45,76.3%,57,39,68.4%,43,75.4%,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,4,3,75.0%,3,75.0%,1,1,100.0%,1,100.0%,3,2,66.7%,2,66.7%,58,41,70.7%,43,74.1%,30,24,80.0%,24,80.0%,28,17,60.7%,19,67.9%,49,36,73.5%,38,77.6%,25,18,72.0%,18,72.0%,24,18,75.0%,20,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
PROWERS,2670,HOLLY RE-3,17,15,88.2%,15,88.2%,7,5,71.4%,5,71.4%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,5,4,80.0%,4,80.0%,3,2,66.7%,2,66.7%,2,2,100.0%,2,100.0%,12,11,91.7%,11,91.7%,4,3,75.0%,3,75.0%,8,8,100.0%,8,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PROWERS,2680,WILEY RE-13 JT,25,22,88.0%,22,88.0%,14,12,85.7%,12,85.7%,11,10,90.9%,10,90.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,6,5,83.3%,5,83.3%,2,2,100.0%,2,100.0%,4,3,75.0%,3,75.0%,19,17,89.5%,17,89.5%,12,10,83.3%,10,83.3%,7,7,100.0%,7,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PUEBLO,2690,PUEBLO CITY 60,"1,126",789,70.1%,826,73.4%,549,431,78.5%,448,81.6%,577,358,62.0%,378,65.5%,11,4,36.4%,4,36.4%,5,2,40.0%,2,40.0%,6,2,33.3%,2,33.3%,4,4,100.0%,4,100.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,29,19,65.5%,20,69.0%,10,6,60.0%,6,60.0%,19,13,68.4%,14,73.7%,653,430,65.8%,457,70.0%,315,238,75.6%,250,79.4%,338,192,56.8%,207,61.2%,421,325,77.2%,334,79.3%,212,178,84.0%,183,86.3%,209,147,70.3%,151,72.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,8,7,87.5%,7,87.5%,5,5,100.0%,5,100.0%,3,2,66.7%,2,66.7%
PUEBLO,2700,PUEBLO COUNTY 70,669,554,82.8%,591,88.3%,305,262,85.9%,273,89.5%,364,292,80.2%,318,87.4%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,6,5,83.3%,5,83.3%,1,1,100.0%,1,100.0%,5,4,80.0%,4,80.0%,12,6,50.0%,8,66.7%,3,1,33.3%,2,66.7%,9,5,55.6%,6,66.7%,189,155,82.0%,163,86.2%,82,70,85.4%,72,87.8%,107,85,79.4%,91,85.0%,453,381,84.1%,408,90.1%,215,187,87.0%,195,90.7%,238,194,81.5%,213,89.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,8,7,87.5%,7,87.5%,4,3,75.0%,3,75.0%,4,4,100.0%,4,100.0%
RIO BLANCO,2710,MEEKER RE1,45,44,97.8%,44,97.8%,28,28,100.0%,28,100.0%,17,16,94.1%,16,94.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,4,4,100.0%,4,100.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,39,38,97.4%,38,97.4%,25,25,100.0%,25,100.0%,14,13,92.9%,13,92.9%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
