County Name,Organization Code,Organization Name,All Students Final Grad Base,All Students Graduates Total,All Students Graduation Rate,All Students Completers Total,All Students Completion Rate,Female Final Grad Base,Females Graduates Total,Female Graduation Rate,Female Completers Total,Female Completion Rate,Male Final Grad Base, Male Graduates Total,Male Graduation Rate,Male Completers Total,Male Completion Rate,American Indian or Alaska Native Final Grad Base,American Indian or Alaska Native Graduates,American Indian or Alaska Native Graduation Rate,American Indian or Alaska Native Completers Total,American Indian or Alaska Native Completion Rate,American Indian or Alaska Native Female Final Grad Base,American Indian or Alaska Native Female Graduates,American Indian or Alaska Native Female Native Graduation Rate,American Indian or Alaska Native Female Completers Total,American Indian or Alaska Native Female Completion Rate,American Indian or Alaska Native Male Final Grad Base,American Indian or Alaska Native Male Graduates,American Indian or Alaska Native Male Graduation Rate,American Indian or Alaska Native Male Completers Total,American Indian or Alaska Native Male Completion Rate,Asian Final Grad Base,Asian Graduates,Asian Graduation Rate,Asian Completers Total,Asian Completion Rate,Asian Female Final Grad Base,Asian Female Graduates,Asian Female Graduation Rate,Asian Female Completers Total,Asian Female Completion Rate,Asian Male Final Grad Base,Asian Male Graduates,Asian Male Graduation Rate,Asian Male Completers Total,Asian Male Completion Rate,Black or African American Final Grad Base,Black or African American Graduates,Black or African American Graduation Rate,Black or African American Completers Total,Black or African American Completion Rate,Black or African American Female Final Grad Base,Black or African American Female Graduates,Black or African American Female Graduation Rate,Black or African American Female Completers Total,Black or African American Female Completion Rate,Black or African American Male Final Grad Base,Black or African American Male Graduates,Black or African American Male Graduation Rate,Black or African American Male Completers Total,Black or African American Male Completion Rate,Hispanic or Latino Final Grad Base,Hispanic or Latino Graduates,Hispanic or Latino Graduation Rate,Hispanic or Latino Completers Total,Hispanic or Latino Completion Rate,Hispanic or Latino Female Final Grad Base,Hispanic or Latino Female Graduates,Hispanic or Latino Female Graduation Rate,Hispanic or Latino Female Completers Total,Hispanic or Latino Female Completion Rate,Hispanic or Latino Male Final Grad Base,Hispanic or Latino Male Graduates,Hispanic or Latino Male Graduation Rate,Hispanic or Latino Male Completers Total,Hispanic or Latino Male Completion Rate,White Final Grad Base,White Graduates,White Graduation Rate,White Completers Total,White Completion Rate,White Female Final Grad Base,White Female Graduates,White Female Graduation Rate,White Female Completers Total,White Female Completion Rate,White Male Final Grad Base,White Male Graduates,White Male Graduation Rate,White Male Completers Total,White Male Completion Rate,Native Hawaiian or Other Pacific Islander Grad Base,Native Hawaiian or Other Pacific Islander Graduates,Native Hawaiian or Other Pacific Islander Graduation Rate,Native Hawaiian or Other Pacific Islander Completers Total,Native Hawaiian or Other Pacific Islander Completion Rate,Native Hawaiian or Other Pacific Islander Female Grad Base,Native Hawaiian or Other Pacific Islander Female Graduates,Native Hawaiian or Other Pacific Islander Female Graduation Rate,Native Hawaiian or Other Pacific Islander Female Completers Total,Native Hawaiian or Other Pacific Islander Female Completion Rate,Native Hawaiian or Other Pacific Islander Male Grad Base,Native Hawaiian or Other Pacific Islander Male Graduates,Native Hawaiian or Other Pacific Islander Male Graduation Rate,Native Hawaiian or Other Pacific Islander Male Completers Total,Native Hawaiian or Other Pacific Islander Male Completion Rate,Two or More Races Final Grad Base,Two or More Races Graduates,Two or More Races Graduation Rate,Two or More Races Completers Total,Two or More Races Completion Rate,Two or More Races Female Final Grad Base,Two or More Races Female Graduates,Two or More Races Female Graduation Rate,Two or More Races Female Completers Total,Two or More Races Female Completion Rate,Two or More Races Male Final Grad Base,Two or More Races Male Graduates,Two or More Races Male Graduation Rate,Two or More Races Male Completers Total,Two or More Races Male Completion Rate
KIT CARSON,1450,ARRIBA-FLAGLER C-20,9,9,100.0%,9,100.0%,6,6,100.0%,6,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,9,100.0%,9,100.0%,6,6,100.0%,6,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
KIT CARSON,1460,HI-PLAINS R-23,13,13,100.0%,13,100.0%,7,7,100.0%,7,100.0%,6,6,100.0%,6,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,10,10,100.0%,10,100.0%,4,4,100.0%,4,100.0%,6,6,100.0%,6,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
KIT CARSON,1480,STRATTON R-4,7,6,85.7%,6,85.7%,2,2,100.0%,2,100.0%,5,4,80.0%,4,80.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,6,5,83.3%,5,83.3%,2,2,100.0%,2,100.0%,4,3,75.0%,3,75.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
KIT CARSON,1490,BETHUNE R-5,9,8,88.9%,8,88.9%,2,1,50.0%,1,50.0%,7,7,100.0%,7,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,8,7,87.5%,7,87.5%,2,1,50.0%,1,50.0%,6,6,100.0%,6,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
KIT CARSON,1500,BURLINGTON RE-6J,51,47,92.2%,48,94.1%,24,22,91.7%,23,95.8%,27,25,92.6%,25,92.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,17,13,76.5%,14,82.4%,5,3,60.0%,4,80.0%,12,10,83.3%,10,83.3%,31,31,100.0%,31,100.0%,17,17,100.0%,17,100.0%,14,14,100.0%,14,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LAKE,1510,LAKE COUNTY R-1,68,52,76.5%,53,77.9%,28,23,82.1%,24,85.7%,40,29,72.5%,29,72.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,44,31,70.5%,32,72.7%,17,13,76.5%,14,82.4%,27,18,66.7%,18,66.7%,22,20,90.9%,20,90.9%,9,9,100.0%,9,100.0%,13,11,84.6%,11,84.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,0,0,0.0%,0,0.0%
LA PLATA,1520,DURANGO 9-R,348,250,71.8%,272,78.2%,184,143,77.7%,154,83.7%,164,107,65.2%,118,72.0%,24,9,37.5%,13,54.2%,12,4,33.3%,7,58.3%,12,5,41.7%,6,50.0%,5,4,80.0%,4,80.0%,2,2,100.0%,2,100.0%,3,2,66.7%,2,66.7%,2,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,54,34,63.0%,36,66.7%,30,19,63.3%,21,70.0%,24,15,62.5%,15,62.5%,254,195,76.8%,211,83.1%,133,112,84.2%,118,88.7%,121,83,68.6%,93,76.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,8,88.9%,8,88.9%,6,6,100.0%,6,100.0%,3,2,66.7%,2,66.7%
LA PLATA,1530,BAYFIELD 10 JT-R,117,105,89.7%,109,93.2%,57,50,87.7%,54,94.7%,60,55,91.7%,55,91.7%,3,3,100.0%,3,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,14,12,85.7%,13,92.9%,7,6,85.7%,7,100.0%,7,6,85.7%,6,85.7%,98,88,89.8%,91,92.9%,46,40,87.0%,43,93.5%,52,48,92.3%,48,92.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%
LA PLATA,1540,IGNACIO 11 JT,59,37,62.7%,43,72.9%,35,24,68.6%,28,80.0%,24,13,54.2%,15,62.5%,20,11,55.0%,14,70.0%,11,7,63.6%,8,72.7%,9,4,44.4%,6,66.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,13,9,69.2%,9,69.2%,7,7,100.0%,7,100.0%,6,2,33.3%,2,33.3%,22,13,59.1%,16,72.7%,16,9,56.3%,12,75.0%,6,4,66.7%,4,66.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%
LARIMER,1550,POUDRE R-1,"2,043","1,717",84.0%,"1,772",86.7%,"1,007",878,87.2%,905,89.9%,"1,036",839,81.0%,867,83.7%,18,10,55.6%,12,66.7%,7,7,100.0%,7,100.0%,11,3,27.3%,5,45.5%,56,49,87.5%,50,89.3%,27,23,85.2%,24,88.9%,29,26,89.7%,26,89.7%,37,30,81.1%,30,81.1%,15,13,86.7%,13,86.7%,22,17,77.3%,17,77.3%,323,240,74.3%,250,77.4%,152,124,81.6%,127,83.6%,171,116,67.8%,123,71.9%,"1,555","1,345",86.5%,"1,387",89.2%,779,689,88.4%,712,91.4%,776,656,84.5%,675,87.0%,4,4,100.0%,4,100.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,50,39,78.0%,39,78.0%,25,20,80.0%,20,80.0%,25,19,76.0%,19,76.0%
LARIMER,1560,THOMPSON R2-J,"1,209",939,77.7%,974,80.6%,613,503,82.1%,517,84.3%,596,436,73.2%,457,76.7%,13,5,38.5%,6,46.2%,3,2,66.7%,2,66.7%,10,3,30.0%,4,40.0%,15,14,93.3%,15,100.0%,8,7,87.5%,8,100.0%,7,7,100.0%,7,100.0%,7,3,42.9%,3,42.9%,2,1,50.0%,1,50.0%,5,2,40.0%,2,40.0%,163,112,68.7%,118,72.4%,84,61,72.6%,63,75.0%,79,51,64.6%,55,69.6%,995,793,79.7%,820,82.4%,508,427,84.1%,438,86.2%,487,366,75.2%,382,78.4%,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,0,0,0.0%,0,0.0%,14,11,78.6%,11,78.6%,6,4,66.7%,4,66.7%,8,7,87.5%,7,87.5%
LARIMER,1570,ESTES PARK R-3,82,65,79.3%,68,82.9%,31,26,83.9%,27,87.1%,51,39,76.5%,41,80.4%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,14,7,50.0%,7,50.0%,8,6,75.0%,6,75.0%,6,1,16.7%,1,16.7%,61,51,83.6%,54,88.5%,22,19,86.4%,20,90.9%,39,32,82.1%,34,87.2%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LAS ANIMAS,1580,TRINIDAD 1,88,73,83.0%,77,87.5%,46,37,80.4%,39,84.8%,42,36,85.7%,38,90.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,56,46,82.1%,49,87.5%,30,23,76.7%,25,83.3%,26,23,88.5%,24,92.3%,31,26,83.9%,27,87.1%,15,13,86.7%,13,86.7%,16,13,81.3%,14,87.5%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LAS ANIMAS,1590,PRIMERO REORGANIZED 2,18,16,88.9%,16,88.9%,9,8,88.9%,8,88.9%,9,8,88.9%,8,88.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,6,4,66.7%,4,66.7%,3,2,66.7%,2,66.7%,3,2,66.7%,2,66.7%,12,12,100.0%,12,100.0%,6,6,100.0%,6,100.0%,6,6,100.0%,6,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LAS ANIMAS,1600,HOEHNE REORGANIZED 3,34,34,100.0%,34,100.0%,13,13,100.0%,13,100.0%,21,21,100.0%,21,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,13,13,100.0%,13,100.0%,4,4,100.0%,4,100.0%,9,9,100.0%,9,100.0%,20,20,100.0%,20,100.0%,9,9,100.0%,9,100.0%,11,11,100.0%,11,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LAS ANIMAS,1620,AGUILAR REORGANIZED 6,6,3,50.0%,3,50.0%,1,0,0.0%,0,0.0%,5,3,60.0%,3,60.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,5,3,60.0%,3,60.0%,1,0,0.0%,0,0.0%,4,3,75.0%,3,75.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LAS ANIMAS,1750,BRANSON REORGANIZED 82,49,29,59.2%,32,65.3%,30,18,60.0%,19,63.3%,19,11,57.9%,13,68.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,9,5,55.6%,6,66.7%,4,3,75.0%,3,75.0%,5,2,40.0%,3,60.0%,37,21,56.8%,23,62.2%,24,13,54.2%,14,58.3%,13,8,61.5%,9,69.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%
LAS ANIMAS,1760,KIM REORGANIZED 88,6,6,100.0%,6,100.0%,4,4,100.0%,4,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,6,6,100.0%,6,100.0%,4,4,100.0%,4,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LINCOLN,1780,GENOA-HUGO C113,8,7,87.5%,7,87.5%,2,1,50.0%,1,50.0%,6,6,100.0%,6,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,7,6,85.7%,6,85.7%,2,1,50.0%,1,50.0%,5,5,100.0%,5,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LINCOLN,1790,LIMON RE-4J,33,32,97.0%,32,97.0%,17,17,100.0%,17,100.0%,16,15,93.8%,15,93.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,32,31,96.9%,31,96.9%,16,16,100.0%,16,100.0%,16,15,93.8%,15,93.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LINCOLN,1810,KARVAL RE-23,39,17,43.6%,24,61.5%,16,7,43.8%,10,62.5%,23,10,43.5%,14,60.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,1,33.3%,2,66.7%,2,1,50.0%,2,100.0%,1,0,0.0%,0,0.0%,2,0,0.0%,1,50.0%,0,0,0.0%,0,0.0%,2,0,0.0%,1,50.0%,34,16,47.1%,21,61.8%,14,6,42.9%,8,57.1%,20,10,50.0%,13,65.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LOGAN,1828,VALLEY RE-1,176,137,77.8%,149,84.7%,92,76,82.6%,83,90.2%,84,61,72.6%,66,78.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,36,27,75.0%,29,80.6%,22,17,77.3%,19,86.4%,14,10,71.4%,10,71.4%,137,107,78.1%,117,85.4%,68,57,83.8%,62,91.2%,69,50,72.5%,55,79.7%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
LOGAN,1850,FRENCHMAN RE-3,18,18,100.0%,18,100.0%,7,7,100.0%,7,100.0%,11,11,100.0%,11,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,16,16,100.0%,16,100.0%,7,7,100.0%,7,100.0%,9,9,100.0%,9,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LOGAN,1860,BUFFALO RE-4J,26,23,88.5%,25,96.2%,13,11,84.6%,12,92.3%,13,12,92.3%,13,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,22,19,86.4%,21,95.5%,12,10,83.3%,11,91.7%,10,9,90.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
LOGAN,1870,PLATEAU RE-5,10,10,100.0%,10,100.0%,3,3,100.0%,3,100.0%,7,7,100.0%,7,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,10,10,100.0%,10,100.0%,3,3,100.0%,3,100.0%,7,7,100.0%,7,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MESA,1980,DE BEQUE 49JT,3,2,66.7%,2,66.7%,1,1,100.0%,1,100.0%,2,1,50.0%,1,50.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,2,66.7%,2,66.7%,1,1,100.0%,1,100.0%,2,1,50.0%,1,50.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MESA,1990,PLATEAU VALLEY 50,99,30,30.3%,48,48.5%,35,15,42.9%,21,60.0%,64,15,23.4%,27,42.2%,5,1,20.0%,1,20.0%,1,0,0.0%,0,0.0%,4,1,25.0%,1,25.0%,2,1,50.0%,1,50.0%,0,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,8,2,25.0%,4,50.0%,4,2,50.0%,3,75.0%,4,0,0.0%,1,25.0%,21,4,19.0%,8,38.1%,9,2,22.2%,3,33.3%,12,2,16.7%,5,41.7%,63,22,34.9%,34,54.0%,21,11,52.4%,15,71.4%,42,11,26.2%,19,45.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MESA,2000,MESA COUNTY VALLEY 51,"1,638","1,271",77.6%,"1,294",79.0%,803,652,81.2%,661,82.3%,835,619,74.1%,633,75.8%,23,13,56.5%,13,56.5%,8,5,62.5%,5,62.5%,15,8,53.3%,8,53.3%,8,8,100.0%,8,100.0%,4,4,100.0%,4,100.0%,4,4,100.0%,4,100.0%,11,6,54.5%,7,63.6%,5,3,60.0%,4,80.0%,6,3,50.0%,3,50.0%,303,197,65.0%,202,66.7%,145,96,66.2%,98,67.6%,158,101,63.9%,104,65.8%,"1,234","1,005",81.4%,"1,019",82.6%,611,520,85.1%,525,85.9%,623,485,77.8%,494,79.3%,5,4,80.0%,4,80.0%,5,4,80.0%,4,80.0%,0,0,0.0%,0,0.0%,54,38,70.4%,41,75.9%,25,20,80.0%,21,84.0%,29,18,62.1%,20,69.0%
MINERAL,2010,CREEDE SCHOOL DISTRICT,8,8,100.0%,8,100.0%,5,5,100.0%,5,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,7,7,100.0%,7,100.0%,5,5,100.0%,5,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
