County Code,County Name,District Code,District Name,School  Code,School Name,PK-12 Student Enrollment,Teacher FTE,Pupil/Teacher Ratio,,,,,,,,,,,,,
21,EL PASO,1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,259,16.35,15.84,,,,,,,,,,,,,
21,EL PASO,1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,318,19.35,16.44,,,,,,,,,,,,,
21,EL PASO,1010,COLORADO SPRINGS 11,9404,WEST MIDDLE SCHOOL,259,19.00,13.63,,,,,,,,,,,,,
21,EL PASO,1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,338,22.70,14.89,,,,,,,,,,,,,
21,EL PASO,1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,398,23.90,16.65,,,,,,,,,,,,,
21,EL PASO,1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,401,26.80,14.96,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1582,THE VANGUARD SCHOOL (ELEMENTARY),800,62.09,12.88,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,345,18.75,18.40,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,578,39.88,14.50,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,1255,82.19,15.27,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,341,17.50,19.49,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1596,CANON ELEMENTARY SCHOOL,139,6.00,23.17,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,321,22.00,14.59,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,471,27.00,17.44,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,368,22.50,16.36,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,9051,THE VANGUARD SCHOOL (MIDDLE),204,16.73,12.19,,,,,,,,,,,,,
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,9057,THE VANGUARD SCHOOL (HIGH),282,29.69,9.50,,,,,,,,,,,,,
21,EL PASO,1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,448,30.38,14.74,,,,,,,,,,,,,
21,EL PASO,1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,371,25.82,14.37,,,,,,,,,,,,,
21,EL PASO,1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,521,32.96,15.81,,,,,,,,,,,,,
21,EL PASO,1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,152,12.23,12.43,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,545,33.50,16.27,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,591,35.00,16.89,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,856,48.20,17.76,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,1370,71.60,19.14,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0110,ACADEMY ONLINE,51,4.80,10.63,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0209,ASPEN VALLEY CAMPUS,151,15.57,9.70,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,388,27.90,13.91,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1033,BRIARGATE PRESCHOOL,140,6.40,21.88,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,864,38.08,22.69,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,2152,122.48,17.57,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,469,33.21,14.12,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,648,53.11,12.20,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1901,ACADEMY CALVERT K-8 ONLINE SCHOOL,139,5.50,25.28,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1921,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL,1017,52.92,19.22,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,1929,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL,535,30.93,17.30,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS HIGH SCHOOL,1172,65.04,18.02,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,309,26.20,11.79,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,962,60.40,15.93,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,408,27.00,15.11,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,504,31.50,16.00,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,423,26.40,16.02,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,442,31.90,13.86,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,286,26.30,10.88,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,1588,89.10,17.82,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,1147,63.60,18.03,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,572,31.50,18.16,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,1504,79.70,18.87,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,415,32.40,12.81,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,446,28.70,15.54,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,1646,91.01,18.09,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,549,29.30,18.74,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,364,21.80,16.70,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,505,19.69,25.65,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,438,28.10,15.59,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,1087,59.00,18.42,,,,,,,,,,,,,
21,EL PASO,1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,380,26.10,14.56,,,,,,,,,,,,,
21,EL PASO,1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,570,38.09,14.96,,,,,,,,,,,,,
21,EL PASO,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,249,18.63,13.37,,,,,,,,,,,,,
21,EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,231,19.61,11.78,,,,,,,,,,,,,
21,EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,60,4.00,15.00,,,,,,,,,,,,,
21,EL PASO,1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,268,18.71,14.32,,,,,,,,,,,,,
21,EL PASO,1060,PEYTON 23 JT,6900,PEYTON JUNIOR HIGH SCHOOL,118,5.52,21.37,,,,,,,,,,,,,
21,EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,218,14.88,14.65,,,,,,,,,,,,,
21,EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,131,11.27,11.62,,,,,,,,,,,,,
21,EL PASO,1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,128,9.36,13.67,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,933,51.00,18.29,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,344,22.65,15.19,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,953,52.04,18.31,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,422,26.76,15.77,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,815,45.85,17.77,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,1006,49.01,20.52,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,1156,56.75,20.37,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,349,25.25,13.82,,,,,,,,,,,,,
21,EL PASO,1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,365,24.05,15.18,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,752,46.69,16.11,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,684,41.18,16.61,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,521,19.10,27.28,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,319,19.59,16.29,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,907,52.00,17.44,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,1238,61.15,20.24,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,4070,47.26,86.13,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,650,43.21,15.04,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,4251,IMAGINE INDIGO RANCH,773,37.80,20.45,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,727,43.00,16.91,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,550,39.02,14.09,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,201,12.95,15.52,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,439,24.62,17.83,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,580,33.10,17.52,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,873,42.08,20.75,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,1467,66.85,21.94,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,1274,62.08,20.52,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,1187,58.00,20.46,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,573,38.37,14.94,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,568,32.02,17.74,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,1470,66.00,22.27,,,,,,,,,,,,,
21,EL PASO,1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,738,46.50,15.87,,,,,,,,,,,,,
21,EL PASO,1120,EDISON 54 JT,2504,EDISON ACADEMY,1,0.00,N/A,,,,,,,,,,,,,
21,EL PASO,1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,50,5.43,9.21,,,,,,,,,,,,,
21,EL PASO,1120,EDISON 54 JT,2523,EDISON PREP,92,0.00,N/A,,,,,,,,,,,,,
21,EL PASO,1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,73,6.67,10.95,,,,,,,,,,,,,
21,EL PASO,1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,138,8.34,16.54,,,,,,,,,,,,,
21,EL PASO,1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER MIDDLE/HIGH SCHOOL,153,13.62,11.23,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,0419,CANON ONLINE ACADEMY,43,0.67,64.51,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,366,20.68,17.70,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,1054,56.22,18.75,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,3802,HARRISON SCHOOL,744,46.20,16.10,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,5166,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,266,20.36,13.06,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,222,20.68,10.73,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,252,14.35,17.56,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,7950,CANON EXPLORATORY SCHOOL,321,19.57,16.41,,,,,,,,,,,,,
22,FREMONT,1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,404,22.64,17.85,,,,,,,,,,,,,
22,FREMONT,1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,380,26.08,14.57,,,,,,,,,,,,,
22,FREMONT,1150,FREMONT RE-2,3224,FREMONT ELEMENTARY SCHOOL,409,30.07,13.60,,,,,,,,,,,,,
22,FREMONT,1150,FREMONT RE-2,3226,FREMONT MIDDLE SCHOOL,298,20.01,14.90,,,,,,,,,,,,,
22,FREMONT,1150,FREMONT RE-2,6858,PENROSE ELEMENTARY SCHOOL,219,17.09,12.82,,,,,,,,,,,,,
22,FREMONT,1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,93,7.97,11.67,,,,,,,,,,,,,
22,FREMONT,1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,110,11.97,9.19,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,134,13.43,9.98,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,625,45.63,13.70,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,504,32.58,15.47,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,403,23.14,17.41,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,1006,BRIDGES,83,5.84,14.22,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,333,26.38,12.62,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,506,39.88,12.69,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,535,41.63,12.85,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,544,35.44,15.35,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,896,49.16,18.23,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,364,22.25,16.36,,,,,,,,,,,,,
23,GARFIELD,1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,674,44.14,15.27,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,527,30.70,17.16,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,253,15.47,16.35,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,402,21.01,19.14,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,432,25.26,17.10,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,270,18.76,14.40,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,837,47.44,17.64,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,734,43.69,16.80,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,662,40.31,16.42,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,440,24.52,17.94,,,,,,,,,,,,,
23,GARFIELD,1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,290,18.13,16.00,,,,,,,,,,,,,
23,GARFIELD,1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,329,20.77,15.84,,,,,,,,,,,,,
23,GARFIELD,1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,247,9.38,26.34,,,,,,,,,,,,,
23,GARFIELD,1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,300,19.99,15.00,,,,,,,,,,,,,
23,GARFIELD,1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,252,17.50,14.40,,,,,,,,,,,,,
24,GILPIN,1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,249,20.11,12.38,,,,,,,,,,,,,
24,GILPIN,1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,209,14.48,14.43,,,,,,,,,,,,,
25,GRAND,1340,WEST GRAND 1-JT,9420,WEST GRAND HIGH SCHOOL,132,11.73,11.26,,,,,,,,,,,,,
25,GRAND,1340,WEST GRAND 1-JT,9422,WEST GRAND ELEMENTARY  AND MIDDLE SCHOOL,309,25.15,12.28,,,,,,,,,,,,,
25,GRAND,1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,288,20.58,13.99,,,,,,,,,,,,,
25,GRAND,1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,264,21.00,12.57,,,,,,,,,,,,,
25,GRAND,1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,352,28.19,12.48,,,,,,,,,,,,,
25,GRAND,1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,27,4.25,6.36,,,,,,,,,,,,,
25,GRAND,1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,373,23.50,15.87,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,1447,CRESTED BUTTE ELEMENTARY SCHOOL,355,19.61,18.10,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE SECONDARY SCHOOL,332,23.81,13.94,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,545,38.05,14.32,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,340,26.04,13.06,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,295,17.05,17.31,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3702,LAKE PRESCHOOL,77,1.38,55.62,,,,,,,,,,,,,
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,43,2.15,19.96,,,,,,,,,,,,,
27,HINSDALE,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,109,14.15,7.70,,,,,,,,,,,,,
28,HUERFANO,1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,335,23.06,14.53,,,,,,,,,,,,,
28,HUERFANO,1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,69,8.04,8.58,,,,,,,,,,,,,
28,HUERFANO,1390,HUERFANO RE-1,9212,JOHN MALL HIGH SCHOOL,144,8.38,17.18,,,,,,,,,,,,,
28,HUERFANO,1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,100,8.95,11.17,,,,,,,,,,,,,
28,HUERFANO,1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,119,12.82,9.28,,,,,,,,,,,,,
29,JACKSON,1410,NORTH PARK R-1 ,6358,NORTH PARK SCHOOL,197,22.03,8.94,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,477,27.14,17.57,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,375,24.00,15.63,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,111,7.00,15.86,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0108,ALAMEDA INTERNATIONAL JUNIOR/SENIOR HIGH SCHOOL,1282,87.01,14.73,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0109,ARVADA K-8,631,44.79,14.09,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,211,14.71,14.34,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,937,48.70,19.24,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,1751,86.51,20.24,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0491,ADDENBROOKE CLASSICAL GRAMMAR SCHOOL,213,13.40,15.90,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,1104,57.71,19.13,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,1634,86.90,18.80,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0694,BELL MIDDLE SCHOOL,744,37.73,19.72,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0724,BELMAR ELEMENTARY SCHOOL,316,20.07,15.74,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0776,BERGEN MEADOW PRIMARY SCHOOL,326,15.34,21.26,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,292,14.20,20.56,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0950,BRADFORD PRIMARY SCHOOL,442,24.35,18.15,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0951,BLUE HERON ELEMENTARY SCHOOL,501,28.45,17.61,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0952,BRADFORD INTERMEDIATE SCHOOL,275,14.48,19.00,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,238,22.00,10.82,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1238,CAMPBELL ELEMENTARY SCHOOL,322,20.71,15.55,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1318,CARMODY MIDDLE SCHOOL,569,30.00,18.97,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1451,ADDENBROOKE CLASSICAL ACADEMY,192,15.40,12.47,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,1811,90.83,19.94,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,140,11.90,11.76,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1790,COLOROW ELEMENTARY SCHOOL,215,14.70,14.63,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,423,21.58,19.60,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,1664,86.17,19.31,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,284,14.63,19.42,,,,,,,,,,,,,
