County Name,Organization Code,Organization Name,All Students Final Grad Base,All Students Graduates Total,All Students Graduation Rate,All Students Completers Total,All Students Completion Rate,Female Final Grad Base,Females Graduates Total,Female Graduation Rate,Female Completers Total,Female Completion Rate,Male Final Grad Base, Male Graduates Total,Male Graduation Rate,Male Completers Total,Male Completion Rate,American Indian or Alaska Native Final Grad Base,American Indian or Alaska Native Graduates,American Indian or Alaska Native Graduation Rate,American Indian or Alaska Native Completers Total,American Indian or Alaska Native Completion Rate,American Indian or Alaska Native Female Final Grad Base,American Indian or Alaska Native Female Graduates,American Indian or Alaska Native Female Native Graduation Rate,American Indian or Alaska Native Female Completers Total,American Indian or Alaska Native Female Completion Rate,American Indian or Alaska Native Male Final Grad Base,American Indian or Alaska Native Male Graduates,American Indian or Alaska Native Male Graduation Rate,American Indian or Alaska Native Male Completers Total,American Indian or Alaska Native Male Completion Rate,Asian Final Grad Base,Asian Graduates,Asian Graduation Rate,Asian Completers Total,Asian Completion Rate,Asian Female Final Grad Base,Asian Female Graduates,Asian Female Graduation Rate,Asian Female Completers Total,Asian Female Completion Rate,Asian Male Final Grad Base,Asian Male Graduates,Asian Male Graduation Rate,Asian Male Completers Total,Asian Male Completion Rate,Black or African American Final Grad Base,Black or African American Graduates,Black or African American Graduation Rate,Black or African American Completers Total,Black or African American Completion Rate,Black or African American Female Final Grad Base,Black or African American Female Graduates,Black or African American Female Graduation Rate,Black or African American Female Completers Total,Black or African American Female Completion Rate,Black or African American Male Final Grad Base,Black or African American Male Graduates,Black or African American Male Graduation Rate,Black or African American Male Completers Total,Black or African American Male Completion Rate,Hispanic or Latino Final Grad Base,Hispanic or Latino Graduates,Hispanic or Latino Graduation Rate,Hispanic or Latino Completers Total,Hispanic or Latino Completion Rate,Hispanic or Latino Female Final Grad Base,Hispanic or Latino Female Graduates,Hispanic or Latino Female Graduation Rate,Hispanic or Latino Female Completers Total,Hispanic or Latino Female Completion Rate,Hispanic or Latino Male Final Grad Base,Hispanic or Latino Male Graduates,Hispanic or Latino Male Graduation Rate,Hispanic or Latino Male Completers Total,Hispanic or Latino Male Completion Rate,White Final Grad Base,White Graduates,White Graduation Rate,White Completers Total,White Completion Rate,White Female Final Grad Base,White Female Graduates,White Female Graduation Rate,White Female Completers Total,White Female Completion Rate,White Male Final Grad Base,White Male Graduates,White Male Graduation Rate,White Male Completers Total,White Male Completion Rate,Native Hawaiian or Other Pacific Islander Grad Base,Native Hawaiian or Other Pacific Islander Graduates,Native Hawaiian or Other Pacific Islander Graduation Rate,Native Hawaiian or Other Pacific Islander Completers Total,Native Hawaiian or Other Pacific Islander Completion Rate,Native Hawaiian or Other Pacific Islander Female Grad Base,Native Hawaiian or Other Pacific Islander Female Graduates,Native Hawaiian or Other Pacific Islander Female Graduation Rate,Native Hawaiian or Other Pacific Islander Female Completers Total,Native Hawaiian or Other Pacific Islander Female Completion Rate,Native Hawaiian or Other Pacific Islander Male Grad Base,Native Hawaiian or Other Pacific Islander Male Graduates,Native Hawaiian or Other Pacific Islander Male Graduation Rate,Native Hawaiian or Other Pacific Islander Male Completers Total,Native Hawaiian or Other Pacific Islander Male Completion Rate,Two or More Races Final Grad Base,Two or More Races Graduates,Two or More Races Graduation Rate,Two or More Races Completers Total,Two or More Races Completion Rate,Two or More Races Female Final Grad Base,Two or More Races Female Graduates,Two or More Races Female Graduation Rate,Two or More Races Female Completers Total,Two or More Races Female Completion Rate,Two or More Races Male Final Grad Base,Two or More Races Male Graduates,Two or More Races Male Graduation Rate,Two or More Races Male Completers Total,Two or More Races Male Completion Rate
LAS ANIMAS,1760,KIM REORGANIZED 88,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LINCOLN,1780,GENOA-HUGO C113,10,10,100.0%,10,100.0%,7,7,100.0%,7,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,8,8,100.0%,8,100.0%,6,6,100.0%,6,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LINCOLN,1790,LIMON RE-4J,45,40,88.9%,40,88.9%,21,19,90.5%,19,90.5%,24,21,87.5%,21,87.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,40,35,87.5%,35,87.5%,19,17,89.5%,17,89.5%,21,18,85.7%,18,85.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%
LINCOLN,1810,KARVAL RE-23,9,5,55.6%,5,55.6%,4,3,75.0%,3,75.0%,5,2,40.0%,2,40.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,8,4,50.0%,4,50.0%,4,3,75.0%,3,75.0%,4,1,25.0%,1,25.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LOGAN,1828,VALLEY RE-1,159,130,81.8%,132,83.0%,82,70,85.4%,72,87.8%,77,60,77.9%,60,77.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,31,24,77.4%,24,77.4%,16,14,87.5%,14,87.5%,15,10,66.7%,10,66.7%,117,97,82.9%,98,83.8%,59,51,86.4%,52,88.1%,58,46,79.3%,46,79.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,7,5,71.4%,6,85.7%,5,3,60.0%,4,80.0%,2,2,100.0%,2,100.0%
LOGAN,1850,FRENCHMAN RE-3,17,16,94.1%,16,94.1%,5,5,100.0%,5,100.0%,12,11,91.7%,11,91.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,16,15,93.8%,15,93.8%,5,5,100.0%,5,100.0%,11,10,90.9%,10,90.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
LOGAN,1860,BUFFALO RE-4J,29,29,100.0%,29,100.0%,17,17,100.0%,17,100.0%,12,12,100.0%,12,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,25,25,100.0%,25,100.0%,15,15,100.0%,15,100.0%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
LOGAN,1870,PLATEAU RE-5,18,15,83.3%,15,83.3%,5,4,80.0%,4,80.0%,13,11,84.6%,11,84.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,18,15,83.3%,15,83.3%,5,4,80.0%,4,80.0%,13,11,84.6%,11,84.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MESA,1980,DE BEQUE 49JT,10,7,70.0%,7,70.0%,3,3,100.0%,3,100.0%,7,4,57.1%,4,57.1%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,8,7,87.5%,7,87.5%,3,3,100.0%,3,100.0%,5,4,80.0%,4,80.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MESA,1990,PLATEAU VALLEY 50,98,25,25.5%,38,38.8%,31,13,41.9%,17,54.8%,67,12,17.9%,21,31.3%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,2,0,0.0%,1,50.0%,1,0,0.0%,0,0.0%,1,0,0.0%,1,100.0%,12,1,8.3%,1,8.3%,3,1,33.3%,1,33.3%,9,0,0.0%,0,0.0%,20,4,20.0%,5,25.0%,6,1,16.7%,2,33.3%,14,3,21.4%,3,21.4%,62,19,30.6%,30,48.4%,21,11,52.4%,14,66.7%,41,8,19.5%,16,39.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
MESA,2000,MESA COUNTY VALLEY 51,"1,566","1,259",80.4%,"1,269",81.0%,748,629,84.1%,633,84.6%,818,630,77.0%,636,77.8%,10,7,70.0%,7,70.0%,2,1,50.0%,1,50.0%,8,6,75.0%,6,75.0%,8,7,87.5%,7,87.5%,6,5,83.3%,5,83.3%,2,2,100.0%,2,100.0%,7,6,85.7%,6,85.7%,4,4,100.0%,4,100.0%,3,2,66.7%,2,66.7%,308,223,72.4%,223,72.4%,148,117,79.1%,117,79.1%,160,106,66.3%,106,66.3%,"1,190",984,82.7%,993,83.4%,562,481,85.6%,485,86.3%,628,503,80.1%,508,80.9%,3,3,100.0%,3,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,40,29,72.5%,30,75.0%,24,19,79.2%,19,79.2%,16,10,62.5%,11,68.8%
MINERAL,2010,CREEDE SCHOOL DISTRICT,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MOFFAT,2020,MOFFAT COUNTY RE:NO 1,132,117,88.6%,117,88.6%,61,58,95.1%,58,95.1%,71,59,83.1%,59,83.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,1,1,100.0%,1,100.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,36,31,86.1%,31,86.1%,19,18,94.7%,18,94.7%,17,13,76.5%,13,76.5%,92,84,91.3%,84,91.3%,41,39,95.1%,39,95.1%,51,45,88.2%,45,88.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,198,145,73.2%,145,73.2%,78,68,87.2%,68,87.2%,120,77,64.2%,77,64.2%,46,25,54.3%,25,54.3%,13,11,84.6%,11,84.6%,33,14,42.4%,14,42.4%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,43,33,76.7%,33,76.7%,16,14,87.5%,14,87.5%,27,19,70.4%,19,70.4%,98,76,77.6%,76,77.6%,39,33,84.6%,33,84.6%,59,43,72.9%,43,72.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,9,100.0%,9,100.0%,8,8,100.0%,8,100.0%,1,1,100.0%,1,100.0%
MONTEZUMA,2055,DOLORES RE-4A,55,49,89.1%,49,89.1%,31,31,100.0%,31,100.0%,24,18,75.0%,18,75.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,4,100.0%,4,100.0%,0,0,0.0%,0,0.0%,4,4,100.0%,4,100.0%,49,43,87.8%,43,87.8%,29,29,100.0%,29,100.0%,20,14,70.0%,14,70.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MONTEZUMA,2070,MANCOS RE-6,26,24,92.3%,25,96.2%,11,11,100.0%,11,100.0%,15,13,86.7%,14,93.3%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,7,6,85.7%,7,100.0%,3,3,100.0%,3,100.0%,4,3,75.0%,4,100.0%,16,15,93.8%,15,93.8%,7,7,100.0%,7,100.0%,9,8,88.9%,8,88.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MONTROSE,2180,MONTROSE COUNTY RE-1J,467,364,77.9%,370,79.2%,205,177,86.3%,178,86.8%,262,187,71.4%,192,73.3%,6,1,16.7%,2,33.3%,1,0,0.0%,0,0.0%,5,1,20.0%,2,40.0%,4,3,75.0%,3,75.0%,1,1,100.0%,1,100.0%,3,2,66.7%,2,66.7%,3,1,33.3%,1,33.3%,1,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,159,120,75.5%,122,76.7%,71,60,84.5%,60,84.5%,88,60,68.2%,62,70.5%,282,228,80.9%,231,81.9%,124,110,88.7%,111,89.5%,158,118,74.7%,120,75.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,13,11,84.6%,11,84.6%,7,6,85.7%,6,85.7%,6,5,83.3%,5,83.3%
MONTROSE,2190,WEST END RE-2,15,12,80.0%,12,80.0%,6,6,100.0%,6,100.0%,9,6,66.7%,6,66.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,13,10,76.9%,10,76.9%,5,5,100.0%,5,100.0%,8,5,62.5%,5,62.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MORGAN,2395,BRUSH RE-2(J),107,91,85.0%,92,86.0%,61,52,85.2%,53,86.9%,46,39,84.8%,39,84.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,55,45,81.8%,45,81.8%,25,21,84.0%,21,84.0%,30,24,80.0%,24,80.0%,48,42,87.5%,43,89.6%,34,29,85.3%,30,88.2%,14,13,92.9%,13,92.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,2,2,100.0%,2,100.0%
MORGAN,2405,FORT MORGAN RE-3,227,175,77.1%,182,80.2%,109,90,82.6%,91,83.5%,118,85,72.0%,91,77.1%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,6,66.7%,6,66.7%,3,2,66.7%,2,66.7%,6,4,66.7%,4,66.7%,137,100,73.0%,106,77.4%,68,55,80.9%,56,82.4%,69,45,65.2%,50,72.5%,80,68,85.0%,69,86.3%,38,33,86.8%,33,86.8%,42,35,83.3%,36,85.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MORGAN,2505,WELDON VALLEY RE-20(J),21,19,90.5%,19,90.5%,12,11,91.7%,11,91.7%,9,8,88.9%,8,88.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,19,17,89.5%,17,89.5%,11,10,90.9%,10,90.9%,8,7,87.5%,7,87.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
MORGAN,2515,WIGGINS RE-50(J),36,32,88.9%,33,91.7%,15,14,93.3%,14,93.3%,21,18,85.7%,19,90.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,3,75.0%,3,75.0%,3,2,66.7%,2,66.7%,1,1,100.0%,1,100.0%,32,29,90.6%,30,93.8%,12,12,100.0%,12,100.0%,20,17,85.0%,18,90.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2520,EAST OTERO R-1,75,66,88.0%,69,92.0%,42,38,90.5%,39,92.9%,33,28,84.8%,30,90.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,49,42,85.7%,45,91.8%,28,25,89.3%,26,92.9%,21,17,81.0%,19,90.5%,24,22,91.7%,22,91.7%,12,11,91.7%,11,91.7%,12,11,91.7%,11,91.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%
OTERO,2530,ROCKY FORD R-2,49,40,81.6%,40,81.6%,22,19,86.4%,19,86.4%,27,21,77.8%,21,77.8%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,26,23,88.5%,23,88.5%,10,8,80.0%,8,80.0%,16,15,93.8%,15,93.8%,20,15,75.0%,15,75.0%,11,11,100.0%,11,100.0%,9,4,44.4%,4,44.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2535,MANZANOLA 3J,13,11,84.6%,11,84.6%,7,7,100.0%,7,100.0%,6,4,66.7%,4,66.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,8,8,100.0%,8,100.0%,5,5,100.0%,5,100.0%,3,3,100.0%,3,100.0%,5,3,60.0%,3,60.0%,2,2,100.0%,2,100.0%,3,1,33.3%,1,33.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2540,FOWLER R-4J,26,23,88.5%,25,96.2%,9,8,88.9%,9,100.0%,17,15,88.2%,16,94.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,5,4,80.0%,4,80.0%,1,1,100.0%,1,100.0%,4,3,75.0%,3,75.0%,21,19,90.5%,21,100.0%,8,7,87.5%,8,100.0%,13,12,92.3%,13,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2560,CHERAW 31,9,9,100.0%,9,100.0%,4,4,100.0%,4,100.0%,5,5,100.0%,5,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,9,100.0%,9,100.0%,4,4,100.0%,4,100.0%,5,5,100.0%,5,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OTERO,2570,SWINK 33,29,29,100.0%,29,100.0%,12,12,100.0%,12,100.0%,17,17,100.0%,17,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,3,100.0%,3,100.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,26,26,100.0%,26,100.0%,10,10,100.0%,10,100.0%,16,16,100.0%,16,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OURAY,2580,OURAY R-1,14,13,92.9%,13,92.9%,5,4,80.0%,4,80.0%,9,9,100.0%,9,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,14,13,92.9%,13,92.9%,5,4,80.0%,4,80.0%,9,9,100.0%,9,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
OURAY,2590,RIDGWAY R-2,23,23,100.0%,23,100.0%,13,13,100.0%,13,100.0%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,21,21,100.0%,21,100.0%,11,11,100.0%,11,100.0%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
