County Name,Organization Code,Organization Name,All Students Final Grad Base,All Students Graduates Total,All Students Graduation Rate,All Students Completers Total,All Students Completion Rate,Female Final Grad Base,Females Graduates Total,Female Graduation Rate,Female Completers Total,Female Completion Rate,Male Final Grad Base, Male Graduates Total,Male Graduation Rate,Male Completers Total,Male Completion Rate,American Indian or Alaska Native Final Grad Base,American Indian or Alaska Native Graduates,American Indian or Alaska Native Graduation Rate,American Indian or Alaska Native Completers Total,American Indian or Alaska Native Completion Rate,American Indian or Alaska Native Female Final Grad Base,American Indian or Alaska Native Female Graduates,American Indian or Alaska Native Female Native Graduation Rate,American Indian or Alaska Native Female Completers Total,American Indian or Alaska Native Female Completion Rate,American Indian or Alaska Native Male Final Grad Base,American Indian or Alaska Native Male Graduates,American Indian or Alaska Native Male Graduation Rate,American Indian or Alaska Native Male Completers Total,American Indian or Alaska Native Male Completion Rate,Asian Final Grad Base,Asian Graduates,Asian Graduation Rate,Asian Completers Total,Asian Completion Rate,Asian Female Final Grad Base,Asian Female Graduates,Asian Female Graduation Rate,Asian Female Completers Total,Asian Female Completion Rate,Asian Male Final Grad Base,Asian Male Graduates,Asian Male Graduation Rate,Asian Male Completers Total,Asian Male Completion Rate,Black or African American Final Grad Base,Black or African American Graduates,Black or African American Graduation Rate,Black or African American Completers Total,Black or African American Completion Rate,Black or African American Female Final Grad Base,Black or African American Female Graduates,Black or African American Female Graduation Rate,Black or African American Female Completers Total,Black or African American Female Completion Rate,Black or African American Male Final Grad Base,Black or African American Male Graduates,Black or African American Male Graduation Rate,Black or African American Male Completers Total,Black or African American Male Completion Rate,Hispanic or Latino Final Grad Base,Hispanic or Latino Graduates,Hispanic or Latino Graduation Rate,Hispanic or Latino Completers Total,Hispanic or Latino Completion Rate,Hispanic or Latino Female Final Grad Base,Hispanic or Latino Female Graduates,Hispanic or Latino Female Graduation Rate,Hispanic or Latino Female Completers Total,Hispanic or Latino Female Completion Rate,Hispanic or Latino Male Final Grad Base,Hispanic or Latino Male Graduates,Hispanic or Latino Male Graduation Rate,Hispanic or Latino Male Completers Total,Hispanic or Latino Male Completion Rate,White Final Grad Base,White Graduates,White Graduation Rate,White Completers Total,White Completion Rate,White Female Final Grad Base,White Female Graduates,White Female Graduation Rate,White Female Completers Total,White Female Completion Rate,White Male Final Grad Base,White Male Graduates,White Male Graduation Rate,White Male Completers Total,White Male Completion Rate,Native Hawaiian or Other Pacific Islander Grad Base,Native Hawaiian or Other Pacific Islander Graduates,Native Hawaiian or Other Pacific Islander Graduation Rate,Native Hawaiian or Other Pacific Islander Completers Total,Native Hawaiian or Other Pacific Islander Completion Rate,Native Hawaiian or Other Pacific Islander Female Grad Base,Native Hawaiian or Other Pacific Islander Female Graduates,Native Hawaiian or Other Pacific Islander Female Graduation Rate,Native Hawaiian or Other Pacific Islander Female Completers Total,Native Hawaiian or Other Pacific Islander Female Completion Rate,Native Hawaiian or Other Pacific Islander Male Grad Base,Native Hawaiian or Other Pacific Islander Male Graduates,Native Hawaiian or Other Pacific Islander Male Graduation Rate,Native Hawaiian or Other Pacific Islander Male Completers Total,Native Hawaiian or Other Pacific Islander Male Completion Rate,Two or More Races Final Grad Base,Two or More Races Graduates,Two or More Races Graduation Rate,Two or More Races Completers Total,Two or More Races Completion Rate,Two or More Races Female Final Grad Base,Two or More Races Female Graduates,Two or More Races Female Graduation Rate,Two or More Races Female Completers Total,Two or More Races Female Completion Rate,Two or More Races Male Final Grad Base,Two or More Races Male Graduates,Two or More Races Male Graduation Rate,Two or More Races Male Completers Total,Two or More Races Male Completion Rate
PARK,2600,PLATTE CANYON 1,74,61,82.4%,61,82.4%,26,22,84.6%,22,84.6%,48,39,81.3%,39,81.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,7,6,85.7%,6,85.7%,3,3,100.0%,3,100.0%,4,3,75.0%,3,75.0%,65,53,81.5%,53,81.5%,22,18,81.8%,18,81.8%,43,35,81.4%,35,81.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%
PARK,2610,PARK COUNTY RE-2,26,17,65.4%,17,65.4%,11,7,63.6%,7,63.6%,15,10,66.7%,10,66.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,4,100.0%,4,100.0%,1,1,100.0%,1,100.0%,3,3,100.0%,3,100.0%,21,13,61.9%,13,61.9%,10,6,60.0%,6,60.0%,11,7,63.6%,7,63.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%
PHILLIPS,2620,HOLYOKE RE-1J,39,34,87.2%,35,89.7%,17,13,76.5%,14,82.4%,22,21,95.5%,21,95.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,17,14,82.4%,14,82.4%,6,4,66.7%,4,66.7%,11,10,90.9%,10,90.9%,22,20,90.9%,21,95.5%,11,9,81.8%,10,90.9%,11,11,100.0%,11,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PHILLIPS,2630,HAXTUN RE-2J,23,21,91.3%,21,91.3%,13,13,100.0%,13,100.0%,10,8,80.0%,8,80.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,21,21,100.0%,21,100.0%,13,13,100.0%,13,100.0%,8,8,100.0%,8,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%
PITKIN,2640,ASPEN 1,163,151,92.6%,152,93.3%,77,74,96.1%,74,96.1%,86,77,89.5%,78,90.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,28,21,75.0%,21,75.0%,11,8,72.7%,8,72.7%,17,13,76.5%,13,76.5%,132,128,97.0%,129,97.7%,64,64,100.0%,64,100.0%,68,64,94.1%,65,95.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%
PROWERS,2650,GRANADA RE-1,12,9,75.0%,9,75.0%,6,4,66.7%,4,66.7%,6,5,83.3%,5,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,7,5,71.4%,5,71.4%,4,3,75.0%,3,75.0%,3,2,66.7%,2,66.7%,5,4,80.0%,4,80.0%,2,1,50.0%,1,50.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PROWERS,2660,LAMAR RE-2,96,73,76.0%,73,76.0%,45,37,82.2%,37,82.2%,51,36,70.6%,36,70.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,45,34,75.6%,34,75.6%,20,18,90.0%,18,90.0%,25,16,64.0%,16,64.0%,48,37,77.1%,37,77.1%,23,18,78.3%,18,78.3%,25,19,76.0%,19,76.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PROWERS,2670,HOLLY RE-3,20,19,95.0%,19,95.0%,9,9,100.0%,9,100.0%,11,10,90.9%,10,90.9%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,9,100.0%,9,100.0%,7,7,100.0%,7,100.0%,2,2,100.0%,2,100.0%,10,9,90.0%,9,90.0%,1,1,100.0%,1,100.0%,9,8,88.9%,8,88.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PROWERS,2680,WILEY RE-13 JT,22,18,81.8%,18,81.8%,11,9,81.8%,9,81.8%,11,9,81.8%,9,81.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,3,75.0%,3,75.0%,2,1,50.0%,1,50.0%,2,2,100.0%,2,100.0%,18,15,83.3%,15,83.3%,9,8,88.9%,8,88.9%,9,7,77.8%,7,77.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
PUEBLO,2690,PUEBLO CITY 60,"1,072",792,73.9%,801,74.7%,507,408,80.5%,412,81.3%,565,384,68.0%,389,68.8%,8,5,62.5%,5,62.5%,5,4,80.0%,4,80.0%,3,1,33.3%,1,33.3%,10,9,90.0%,9,90.0%,6,5,83.3%,5,83.3%,4,4,100.0%,4,100.0%,25,16,64.0%,17,68.0%,11,8,72.7%,9,81.8%,14,8,57.1%,8,57.1%,672,492,73.2%,497,74.0%,315,248,78.7%,251,79.7%,357,244,68.3%,246,68.9%,340,260,76.5%,263,77.4%,163,139,85.3%,139,85.3%,177,121,68.4%,124,70.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,17,10,58.8%,10,58.8%,7,4,57.1%,4,57.1%,10,6,60.0%,6,60.0%
PUEBLO,2700,PUEBLO COUNTY 70,636,544,85.5%,549,86.3%,306,277,90.5%,278,90.8%,330,267,80.9%,271,82.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,9,9,100.0%,9,100.0%,5,5,100.0%,5,100.0%,4,4,100.0%,4,100.0%,6,6,100.0%,6,100.0%,1,1,100.0%,1,100.0%,5,5,100.0%,5,100.0%,199,169,84.9%,169,84.9%,98,89,90.8%,89,90.8%,101,80,79.2%,80,79.2%,406,344,84.7%,349,86.0%,191,171,89.5%,172,90.1%,215,173,80.5%,177,82.3%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,14,14,100.0%,14,100.0%,9,9,100.0%,9,100.0%,5,5,100.0%,5,100.0%
RIO BLANCO,2710,MEEKER RE1,41,37,90.2%,37,90.2%,17,15,88.2%,15,88.2%,24,22,91.7%,22,91.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,2,50.0%,2,50.0%,0,0,0.0%,0,0.0%,4,2,50.0%,2,50.0%,36,34,94.4%,34,94.4%,16,14,87.5%,14,87.5%,20,20,100.0%,20,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
RIO BLANCO,2720,RANGELY RE-4,24,20,83.3%,20,83.3%,9,8,88.9%,8,88.9%,15,12,80.0%,12,80.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,21,17,81.0%,17,81.0%,8,7,87.5%,7,87.5%,13,10,76.9%,10,76.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
RIO GRANDE,2730,DEL NORTE C-7,31,26,83.9%,26,83.9%,13,11,84.6%,11,84.6%,18,15,83.3%,15,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,23,19,82.6%,19,82.6%,11,9,81.8%,9,81.8%,12,10,83.3%,10,83.3%,8,7,87.5%,7,87.5%,2,2,100.0%,2,100.0%,6,5,83.3%,5,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
RIO GRANDE,2740,MONTE VISTA C-8,94,72,76.6%,76,80.9%,40,31,77.5%,32,80.0%,54,41,75.9%,44,81.5%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,55,42,76.4%,43,78.2%,22,15,68.2%,15,68.2%,33,27,81.8%,28,84.8%,36,28,77.8%,30,83.3%,16,14,87.5%,15,93.8%,20,14,70.0%,15,75.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,1,100.0%,0,0,0.0%,0,0.0%,1,0,0.0%,1,100.0%
RIO GRANDE,2750,SARGENT RE-33J,29,29,100.0%,29,100.0%,14,14,100.0%,14,100.0%,15,15,100.0%,15,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,4,100.0%,4,100.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,24,24,100.0%,24,100.0%,11,11,100.0%,11,100.0%,13,13,100.0%,13,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
ROUTT,2760,HAYDEN RE-1,20,18,90.0%,18,90.0%,8,8,100.0%,8,100.0%,12,10,83.3%,10,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,17,15,88.2%,15,88.2%,5,5,100.0%,5,100.0%,12,10,83.3%,10,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
ROUTT,2770,STEAMBOAT SPRINGS RE-2,178,161,90.4%,163,91.6%,89,77,86.5%,79,88.8%,89,84,94.4%,84,94.4%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,4,4,100.0%,4,100.0%,3,3,100.0%,3,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,14,7,50.0%,8,57.1%,9,4,44.4%,5,55.6%,5,3,60.0%,3,60.0%,154,146,94.8%,147,95.5%,73,68,93.2%,69,94.5%,81,78,96.3%,78,96.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,4,2,50.0%,2,50.0%,3,1,33.3%,1,33.3%,1,1,100.0%,1,100.0%
ROUTT,2780,SOUTH ROUTT RE 3,28,23,82.1%,23,82.1%,14,12,85.7%,12,85.7%,14,11,78.6%,11,78.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,25,23,92.0%,23,92.0%,12,12,100.0%,12,100.0%,13,11,84.6%,11,84.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SAGUACHE,2790,MOUNTAIN VALLEY RE 1,11,10,90.9%,10,90.9%,7,6,85.7%,6,85.7%,4,4,100.0%,4,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,9,9,100.0%,9,100.0%,5,5,100.0%,5,100.0%,4,4,100.0%,4,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SAGUACHE,2800,MOFFAT 2,12,12,100.0%,12,100.0%,6,6,100.0%,6,100.0%,6,6,100.0%,6,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,10,10,100.0%,10,100.0%,4,4,100.0%,4,100.0%,6,6,100.0%,6,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SAGUACHE,2810,CENTER 26 JT,49,36,73.5%,36,73.5%,29,21,72.4%,21,72.4%,20,15,75.0%,15,75.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,42,33,78.6%,33,78.6%,24,18,75.0%,18,75.0%,18,15,83.3%,15,83.3%,6,3,50.0%,3,50.0%,4,3,75.0%,3,75.0%,2,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SAN JUAN,2820,SILVERTON 1,5,3,60.0%,3,60.0%,3,1,33.3%,1,33.3%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,4,2,50.0%,2,50.0%,3,1,33.3%,1,33.3%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SAN MIGUEL,2830,TELLURIDE R-1,61,57,93.4%,60,98.4%,25,23,92.0%,25,100.0%,36,34,94.4%,35,97.2%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,8,8,100.0%,8,100.0%,3,3,100.0%,3,100.0%,5,5,100.0%,5,100.0%,49,45,91.8%,48,98.0%,21,19,90.5%,21,100.0%,28,26,92.9%,27,96.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
SAN MIGUEL,2840,NORWOOD R-2J,22,20,90.9%,20,90.9%,12,11,91.7%,11,91.7%,10,9,90.0%,9,90.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,20,18,90.0%,18,90.0%,12,11,91.7%,11,91.7%,8,7,87.5%,7,87.5%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SEDGWICK,2862,JULESBURG RE-1,120,58,48.3%,61,50.8%,60,28,46.7%,29,48.3%,60,30,50.0%,32,53.3%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,4,2,50.0%,2,50.0%,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,24,12,50.0%,12,50.0%,10,3,30.0%,3,30.0%,14,9,64.3%,9,64.3%,89,43,48.3%,46,51.7%,47,24,51.1%,25,53.2%,42,19,45.2%,21,50.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%
SEDGWICK,2865,REVERE SCHOOL DISTRICT,13,13,100.0%,13,100.0%,3,3,100.0%,3,100.0%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,12,12,100.0%,12,100.0%,2,2,100.0%,2,100.0%,10,10,100.0%,10,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
SUMMIT,3000,SUMMIT RE-1,192,173,90.1%,174,90.6%,87,81,93.1%,82,94.3%,105,92,87.6%,92,87.6%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,3,2,66.7%,2,66.7%,1,1,100.0%,1,100.0%,2,1,50.0%,1,50.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,60,47,78.3%,48,80.0%,32,26,81.3%,27,84.4%,28,21,75.0%,21,75.0%,123,119,96.7%,119,96.7%,52,52,100.0%,52,100.0%,71,67,94.4%,67,94.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,2,66.7%,2,66.7%,2,2,100.0%,2,100.0%,1,0,0.0%,0,0.0%
TELLER,3010,CRIPPLE CREEK-VICTOR RE-1,24,15,62.5%,16,66.7%,9,8,88.9%,8,88.9%,15,7,46.7%,8,53.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,24,15,62.5%,16,66.7%,9,8,88.9%,8,88.9%,15,7,46.7%,8,53.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
TELLER,3020,WOODLAND PARK RE-2,201,161,80.1%,167,83.1%,97,82,84.5%,84,86.6%,104,79,76.0%,83,79.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,21,16,76.2%,16,76.2%,9,8,88.9%,8,88.9%,12,8,66.7%,8,66.7%,173,142,82.1%,148,85.5%,85,73,85.9%,75,88.2%,88,69,78.4%,73,83.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,6,3,50.0%,3,50.0%,2,1,50.0%,1,50.0%,4,2,50.0%,2,50.0%
